DOCUMENTOFISCAL|DOCUMENTODEPAGAMENTO|VALOR_JUROS_NF
416679|145824|0,00
416680|145391|0,00
416681|145723|0,00
416683|145723|0,00
416684|146813|8,42
416685|145824|0,00
416686|145824|0,00
416687|145824|0,00
416688|145824|0,00
416689|145824|0,00
416690|145824|0,00
416691|145824|0,00
416692|145824|0,00
416693|145775|0,00
416694|145824|0,00
416695|145775|0,00
416696|145631|0,00
416697|146301|3,45
416698|145683|0,00
416699|145775|0,00
416700|145683|0,00
416701|145824|0,00
416702|145824|0,00
416703|145824|0,00
416704|145683|0,00
416705|145824|0,00
416706|145824|0,00
416707|145824|0,00
416708|145824|0,00
416709|145631|0,00
416710|145824|0,00
416711|145350|0,00
416712|145723|0,00
416713|145824|0,00
416715|145775|0,00
416716|145824|0,00
416717|145775|0,00
416718|145572|0,00
416719|145775|0,00
416720|145824|0,00
416721|145824|0,00
416722|145824|0,00
416723|145775|0,00
416724|145824|0,00
416725|145824|0,00
416726|145775|0,00
416727|145824|0,00
416728|145824|0,00
416730|146626|0,99
416731|145824|0,00
416732|145723|0,00
416733|145824|0,00
416734|145824|0,00
416735|145683|0,00
416736|145824|0,00
416737|145824|0,00
416738|145824|0,00
416739|145775|0,00
416740|145824|0,00
416741|145596|0,00
416742|148608|3,20
416743|145824|0,00
416744|145443|0,00
416745|145824|0,00
416746|145824|0,00
416747|145683|0,00
416748|145824|0,00
416749|145824|0,00
416750|145824|0,00
416751|145683|0,00
416752|150062|2,20
416753|145824|0,00
416754|145824|0,00
416755|145824|0,00
416756|145824|0,00
416757|145824|0,00
416758|145631|0,00
416759|145824|0,00
416760|145912|0,75
416761|145443|0,00
416762|145683|0,00
416763|145824|0,00
416764|145824|0,00
416765|145824|0,00
416766|145824|0,00
416767|145824|0,00
416768|145824|0,00
416769|145824|0,00
416770|145775|0,00
416771|145443|0,00
416773|145596|0,00
416774|145824|0,00
416775|145503|0,00
416776|145824|0,00
416777|145824|0,00
416778|146601|0,98
416779|145824|0,00
416780|145723|0,00
416781|145824|0,00
416782|145824|0,00
416783|145824|0,00
416784|145775|0,00
416785|146363|34,67
416786|145391|0,00
416788|145824|0,00
416789|145824|0,00
416790|145775|0,00
416792|145631|0,00
416793|147861|2,76
416794|145824|0,00
416795|145824|0,00
416796|145824|0,00
416797|145824|0,00
416798|145867|0,72
416799|145824|0,00
416800|145775|0,00
416801|145824|0,00
416802|145824|0,00
416803|151186|31,21
416804|145824|0,00
416805|145867|0,72
416806|145824|0,00
416807|150788|2,46
416809|145596|0,00
416810|146243|0,00
416811|145824|0,00
416812|149641|1,83
416814|146245|9,26
416815|145824|0,00
416816|145350|0,00
416817|145255|0,00
416818|145824|0,00
416819|145824|0,00
416820|146203|57,09
416821|145824|0,00
416823|145824|0,00
416824|145824|0,00
416825|148034|3,11
416827|145723|0,00
416828|145596|0,00
416829|145824|0,00
416830|145683|0,00
416831|145775|0,00
416835|145824|0,00
416836|149588|3,63
416838|145824|0,00
417037|146695|0,00
417038|146426|0,00
417039|146695|0,00
417040|146695|0,00
417041|146556|0,00
417042|146556|0,00
417043|146695|0,00
417044|146601|0,00
417045|146695|0,00
417046|146695|0,00
417047|146695|0,00
417048|146695|0,00
417049|146695|0,00
417050|146695|0,00
417051|146626|0,00
417052|146695|0,00
417053|146426|0,00
417054|146408|0,00
417056|146363|0,00
417057|146695|0,00
417058|146695|0,00
417059|146695|0,00
417061|146695|0,00
417062|146601|0,00
417063|146511|0,00
417064|146695|0,00
417065|146626|0,00
417066|146511|0,00
417067|146626|0,00
417068|146695|0,00
417069|146695|0,00
417070|146695|0,00
417071|146695|0,00
417072|146766|11,07
417073|146511|0,00
417074|146695|0,00
417075|146695|0,00
417076|146695|0,00
417077|146695|0,00
417078|146695|0,00
417079|146408|0,00
417080|146511|0,00
417081|146695|0,00
417082|146695|0,00
417083|146695|0,00
417084|146695|0,00
417085|146695|0,00
417086|147496|1,94
417087|146695|0,00
417088|146408|0,00
417089|146695|0,00
417090|146626|0,00
417091|146363|0,00
417092|146695|0,00
417093|146695|0,00
417094|146695|0,00
417095|146626|0,00
417096|146695|0,00
417097|146695|0,00
417098|146626|0,00
417099|146695|0,00
417100|146695|0,00
417101|146695|0,00
417102|146695|0,00
417103|146695|0,00
417104|146695|0,00
417105|146695|0,00
417106|146626|0,00
417107|146626|0,00
417108|146626|0,00
417109|146556|0,00
417110|146695|0,00
417111|146601|0,00
417112|150975|2,14
417113|146695|0,00
417114|146695|0,00
417115|146511|0,00
417116|146695|0,00
417117|146695|0,00
417118|146626|0,00
417119|146601|0,00
417120|146695|0,00
417121|146460|0,00
417123|146601|0,00
417124|146695|0,00
417125|146695|0,00
417126|146460|0,00
417127|146695|0,00
417128|146695|0,00
417129|146695|0,00
417130|146460|0,00
417131|146695|0,00
417132|146695|0,00
417133|146626|0,00
417134|146426|0,00
417135|146695|0,00
417136|146426|0,00
417137|146695|0,00
417138|146695|0,00
417139|146626|0,00
417140|146695|0,00
417141|146626|0,00
417142|146426|0,00
417143|146626|0,00
417144|146695|0,00
417145|146626|0,00
417146|146695|0,00
417147|146695|0,00
417148|146695|0,00
417149|146695|0,00
417150|146695|0,00
417151|147091|1,68
417152|146695|0,00
417153|146601|0,00
417154|146601|0,00
417155|146626|0,00
417156|146695|0,00
417157|146695|0,00
417158|146695|0,00
417159|146695|0,00
417160|146695|0,00
417161|146511|0,00
417162|146695|0,00
417163|146626|0,00
417164|146626|0,00
417165|146695|0,00
417166|146695|0,00
417167|146695|0,00
417168|146695|0,00
417169|146695|0,00
417170|146511|0,00
417171|146601|0,00
417173|146511|0,00
417174|146695|0,00
417175|146695|0,00
417176|146695|0,00
417177|146626|0,00
417178|146695|0,00
417179|146695|0,00
417180|146748|1,45
417181|146511|0,00
417182|146695|0,00
417183|148398|1,24
417184|146695|0,00
417185|146626|0,00
417186|146867|0,75
417187|146695|0,00
417188|146408|0,00
417189|146601|0,00
417190|146695|0,00
417191|146556|0,00
417192|146556|0,00
417193|146408|0,00
417194|146626|0,00
417195|146626|0,00
417196|146695|0,00
417197|146748|28,43
417198|146626|0,00
417199|146695|0,00
417200|146626|0,00
417201|146335|0,00
417202|146695|0,00
417203|146601|0,00
417204|146626|0,00
417205|146601|0,00
417206|146363|0,00
417207|146626|0,00
417208|146748|0,11
417209|146695|0,00
417210|146695|0,00
417211|146695|0,00
417212|146695|0,00
417213|146556|0,00
417214|146556|0,00
417215|146766|173,95
417216|146695|0,00
417217|146695|0,00
417219|146601|0,00
417221|146695|0,00
417222|146695|0,00
417223|146626|0,00
417224|146460|0,00
417225|146695|0,00
417226|146695|0,00
417227|146695|0,00
417228|146748|64,21
417229|146626|0,00
417230|146626|0,00
417231|146695|0,00
417232|146695|0,00
417233|146695|0,00
417234|146695|0,00
417235|146601|0,00
417236|146695|0,00
417237|149780|6,37
417238|146601|0,00
417239|146695|0,00
417240|146695|0,00
417241|146511|0,00
417242|146556|0,00
417243|146695|0,00
417244|146766|41,51
417245|146695|0,00
417246|146695|0,00
417247|146695|0,00
417248|146695|0,00
417249|146601|0,00
417250|146511|0,00
417251|146695|0,00
417252|146601|0,00
417253|154013|3,29
417254|146335|0,00
417255|146695|0,00
417256|146695|0,00
417257|146601|0,00
417258|146695|0,00
417259|146695|0,00
417260|146695|0,00
417261|146695|0,00
417262|146695|0,00
417263|146695|0,00
417264|146511|0,00
417265|146695|0,00
417266|146695|0,00
417267|146601|0,00
417268|146695|0,00
417269|146511|0,00
417270|146695|0,00
417271|146626|0,00
417272|146695|0,00
417273|146695|0,00
417274|146695|0,00
417275|146695|0,00
417276|146695|0,00
417277|146626|0,00
417278|146969|4,87
417279|146556|0,00
417280|146695|0,00
417281|146695|0,00
417282|146748|26,05
417283|146601|0,00
417284|146601|0,00
417285|146626|0,00
417286|146626|0,00
417287|146601|0,00
417288|146695|0,00
417289|146695|0,00
417290|146695|0,00
417291|146460|0,00
417292|146601|0,00
417293|146511|0,00
417294|146601|0,00
417295|146695|0,00
417296|146511|0,00
417297|146695|0,00
417298|146695|0,00
417299|146363|0,00
417300|146363|0,00
417301|146363|0,00
417302|146363|0,00
417303|146695|0,00
417304|146556|0,00
417305|146408|0,00
417306|146460|0,00
417307|146695|0,00
417308|146626|0,00
417309|146695|0,00
417310|146695|0,00
417311|146695|0,00
417312|146695|0,00
417313|147496|2,87
417314|146695|0,00
417315|146363|0,00
417316|146601|0,00
417317|146695|0,00
417318|146626|0,00
417319|146695|0,00
417320|148133|1,16
417321|146695|0,00
417322|146695|0,00
417323|146695|0,00
417324|146363|0,00
417326|146695|0,00
417327|146695|0,00
417328|146695|0,00
417329|146511|0,00
417330|146626|0,00
417331|146601|0,00
417332|146626|0,00
417333|146695|0,00
417335|146695|0,00
417336|146695|0,00
417337|146626|0,00
417338|146601|0,00
417339|146601|0,00
417340|146695|0,00
417341|148398|1,24
417342|147861|2,18
417343|146695|0,00
417344|146695|0,00
417345|146556|0,00
417346|146626|0,00
417347|146695|0,00
417348|146626|0,00
417349|146695|0,00
417350|146511|0,00
417351|146601|0,00
417352|146695|0,00
417353|146695|0,00
417354|146511|0,00
417355|146626|0,00
417356|146626|0,00
417357|146626|0,00
417358|146626|0,00
417359|146556|0,00
417360|146695|0,00
417361|146511|0,00
417362|146511|0,00
417363|146556|0,00
417364|146695|0,00
417366|146626|0,00
417367|146363|0,00
417368|146363|0,00
417369|146363|0,00
417370|146695|0,00
417371|146511|0,00
417372|146511|0,00
417373|146695|0,00
417374|146695|0,00
417375|146695|0,00
417376|146695|0,00
417377|146695|0,00
417378|146695|0,00
417379|146626|0,00
417380|146335|0,00
417381|146556|0,00
417382|146695|0,00
417383|146695|0,00
417384|146695|0,00
417385|146601|0,00
417386|146695|0,00
417387|146695|0,00
417388|146695|0,00
417389|146511|0,00
417390|146601|0,00
417392|146626|0,00
417393|146695|0,00
417394|146695|0,00
417395|146695|0,00
417396|146556|0,00
417397|146626|0,00
417398|146695|0,00
417399|146601|0,00
417400|146695|0,00
417401|146601|0,00
417402|146556|0,00
417403|146460|0,00
417404|146695|0,00
417405|146695|0,00
417406|146460|0,00
417407|146601|0,00
417408|146695|0,00
417409|146601|0,00
417410|146695|0,00
417411|146426|0,00
417412|146511|0,00
417413|146695|0,00
417414|146363|0,00
417415|146695|0,00
417416|146601|0,00
417417|146556|0,00
417418|146695|0,00
417419|146626|0,00
417420|146601|0,00
417421|146695|0,00
417422|146695|0,00
417423|146695|0,00
417424|146601|0,00
417426|146695|0,00
417427|146695|0,00
417428|146695|0,00
417429|146426|0,00
417430|146460|0,00
417431|146408|0,00
417432|146695|0,00
417433|146626|0,00
417434|146695|0,00
417435|146408|0,00
417436|146601|0,00
417437|150116|1,68
417438|146695|0,00
417439|146695|0,00
417440|146695|0,00
417441|152933|2,87
417442|146695|0,00
417443|146695|0,00
417444|146695|0,00
417445|146695|0,00
417446|146626|0,00
417447|146511|0,00
417448|146626|0,00
417449|146556|0,00
417450|146511|0,00
417451|146626|0,00
417452|146695|0,00
417453|146556|0,00
417454|146695|0,00
417455|146695|0,00
417456|146695|0,00
417457|146695|0,00
417458|146511|0,00
417460|146626|0,00
417461|146695|0,00
417462|146695|0,00
417463|146695|0,00
417464|146601|0,00
417465|147740|3,12
417466|146695|0,00
417467|146695|0,00
417468|146695|0,00
417469|146626|0,00
417471|146695|0,00
417472|146626|0,00
417473|146695|0,00
417474|146695|0,00
417475|146363|0,00
417476|146695|0,00
417477|146626|0,00
417478|148485|0,11
417479|146695|0,00
417480|146695|0,00
417481|146695|0,00
417482|146695|0,00
417483|146335|0,00
417484|146748|1,48
417485|146695|0,00
417486|146695|0,00
417487|148608|3,93
417488|146626|0,00
417489|146695|0,00
417490|146695|0,00
417491|146695|0,00
417492|146363|0,00
417493|146335|0,00
417494|146695|0,00
417495|146626|0,00
417496|146695|0,00
417497|146335|0,00
417498|146626|0,00
417499|146695|0,00
417500|146695|0,00
417501|146556|0,00
417502|146511|0,00
417503|146626|0,00
417504|146511|0,00
417505|146626|0,00
417506|146695|0,00
417507|146695|0,00
417509|146695|0,00
417511|146511|0,00
417512|146695|0,00
417513|146695|0,00
417514|146601|0,00
417515|146695|0,00
417516|146695|0,00
417517|146626|0,00
417518|146626|0,00
417519|146695|0,00
417520|146626|0,00
417521|146695|0,00
417522|146695|0,00
417523|146695|0,00
417524|146408|0,00
417525|146695|0,00
417526|146695|0,00
417527|146695|0,00
417528|146363|0,00
417529|146626|0,00
417530|146695|0,00
417531|147520|3,93
417532|146695|0,00
417533|146460|0,00
417534|146695|0,00
417535|146695|0,00
417536|146695|0,00
417537|146695|0,00
417538|148398|3,72
417539|146748|0,74
417540|146695|0,00
417541|146511|0,00
417543|146695|0,00
417544|146695|0,00
417545|146511|0,00
417546|148175|0,00
417547|146695|0,00
417548|147496|0,95
417549|146695|0,00
417550|146695|0,00
417551|146695|0,00
417552|146867|1.210,13
417553|146335|0,00
417554|146511|0,00
417555|146426|0,00
417556|146695|0,00
417557|146695|0,00
417558|146335|0,00
417559|146511|0,00
417560|146695|0,00
417561|146695|0,00
417562|146626|0,00
417563|146695|0,00
417564|146695|0,00
417565|146511|0,00
417566|146695|0,00
417567|146335|0,00
417568|146626|0,00
417569|146695|0,00
417570|146695|0,00
417571|146695|0,00
417572|146511|0,00
417573|146695|0,00
417574|146695|0,00
417575|146626|0,00
417576|146626|0,00
417577|146695|0,00
417578|146695|0,00
417579|146695|0,00
417580|146408|0,00
417581|146695|0,00
417582|146335|0,00
417583|146695|0,00
417584|146460|0,00
417585|146626|0,00
417586|146695|0,00
417587|146460|0,00
417588|146626|0,00
417589|146695|0,00
417590|146695|0,00
417591|146695|0,00
417592|146695|0,00
417593|146695|0,00
417595|154105|63,63
417596|146695|0,00
417597|146748|4,45
417598|146511|0,00
417599|146695|0,00
417600|146695|0,00
417601|146511|0,00
417602|146408|0,00
417603|146695|0,00
417604|146601|0,00
417605|146695|0,00
417606|146695|0,00
417607|146695|0,00
417608|146460|0,00
417610|146695|0,00
417611|146695|0,00
417612|146363|0,00
417613|146460|0,00
417614|146695|0,00
417615|146695|0,00
417616|146695|0,00
417617|146748|3,71
417618|146626|0,00
417619|146695|0,00
417620|147911|1,08
417621|146695|0,00
417622|146695|0,00
417623|146695|0,00
417624|146695|0,00
417625|146511|0,00
417626|146695|0,00
417627|146426|0,00
417628|146408|0,00
417629|146695|0,00
417630|146695|0,00
417631|146695|0,00
417632|146695|0,00
417633|146748|26,05
417634|146695|0,00
417635|146695|0,00
417636|148213|23,91
417637|146695|0,00
417638|146626|0,00
417639|146695|0,00
417640|146408|0,00
417641|146626|0,00
417642|146626|0,00
417643|146626|0,00
417644|146408|0,00
417645|147017|3,29
417646|146695|0,00
417648|146460|0,00
417650|146695|0,00
417651|146363|0,00
417652|146601|0,00
417653|146626|0,00
417654|146695|0,00
417655|146511|0,00
417656|146695|0,00
417657|146695|0,00
417658|146626|0,00
417659|146695|0,00
417660|146695|0,00
417661|146695|0,00
417662|146511|0,00
417663|146626|0,00
417664|146695|0,00
417665|146695|0,00
417666|146408|0,00
417667|146511|0,00
417668|146695|0,00
417669|146695|0,00
417670|146626|0,00
417672|146695|0,00
417673|146408|0,00
417674|146695|0,00
417675|146695|0,00
417676|146695|0,00
417677|146695|0,00
417678|147176|0,85
417679|146695|0,00
417680|146695|0,00
417681|146408|0,00
417682|146695|0,00
417683|146813|1,52
417684|146695|0,00
417685|146695|0,00
417686|146695|0,00
417687|146695|0,00
417688|146601|0,00
417689|146695|0,00
417690|146695|0,00
417691|146695|0,00
417692|146335|0,00
417693|146695|0,00
417694|146695|0,00
417695|146695|0,00
417696|146363|0,00
417697|146408|0,00
417698|146695|0,00
417699|146695|0,00
417700|146695|0,00
417701|146511|0,00
417702|146511|0,00
417703|146695|0,00
417704|146511|0,00
417705|146695|0,00
417706|146695|0,00
417707|146695|0,00
417708|146511|0,00
417709|146695|0,00
417710|146363|0,00
417711|146556|0,00
417712|146695|0,00
417713|150549|1,81
417714|146601|0,00
417715|146695|0,00
417716|146460|0,00
417717|146695|0,00
417718|146695|0,00
417719|146511|0,00
417720|146556|0,00
417721|146768|0,00
417722|146695|0,00
417724|146511|0,00
417725|146511|0,00
417726|146626|0,00
417727|146601|0,00
417728|146626|0,00
417729|146408|0,00
417730|146695|0,00
417731|146695|0,00
417732|146695|0,00
417733|146695|0,00
417734|146695|0,00
417735|146695|0,00
417736|146626|0,00
417737|146695|0,00
417738|146695|0,00
417739|146408|0,00
417740|146695|0,00
417741|146695|0,00
417742|146695|0,00
417743|146460|0,00
417744|146695|0,00
417745|146301|0,00
417746|146748|0,74
417747|146695|0,00
417748|146695|0,00
417750|146426|0,00
417751|146335|0,00
417752|146626|0,00
417753|146695|0,00
417754|146695|0,00
417755|146511|0,00
417756|146695|0,00
417757|146556|0,00
417758|146556|0,00
417759|146601|0,00
417760|146408|0,00
417761|146695|0,00
417762|146695|0,00
417764|146695|0,00
417765|146695|0,00
417766|146408|0,00
417767|146695|0,00
417768|146695|0,00
417769|146626|0,00
417770|146511|0,00
417771|146695|0,00
417772|146695|0,00
417774|146601|0,00
417775|146695|0,00
417776|146695|0,00
417777|146626|0,00
417778|146460|0,00
417779|146695|0,00
417780|146695|0,00
417781|146626|0,00
417782|146511|0,00
417783|146695|0,00
417784|146301|0,00
417785|146695|0,00
417786|146556|0,00
417787|146695|0,00
417788|146695|0,00
417790|146556|0,00
417791|146556|0,00
417792|146363|0,00
417793|146695|0,00
417794|146695|0,00
417795|146695|0,00
417796|146695|0,00
417797|146695|0,00
417798|146601|0,00
417799|146626|0,00
417800|146511|0,00
417801|146695|0,00
417802|148133|5,81
417803|146363|0,00
417804|146813|1.418,68
417805|146511|0,00
417806|146695|0,00
417807|146695|0,00
417808|146695|0,00
417809|146556|0,00
417810|146511|0,00
417811|146408|0,00
417812|146511|0,00
417813|146695|0,00
417814|146626|0,00
417815|146511|0,00
417816|146748|0,74
417817|146695|0,00
417818|146695|0,00
417819|146695|0,00
417820|146695|0,00
417821|146695|0,00
417822|146695|0,00
417823|146695|0,00
417824|146695|0,00
417825|146601|0,00
417826|147379|10,47
417827|146626|0,00
417828|146695|0,00
417829|146695|0,00
417830|146695|0,00
417831|146695|0,00
417832|146460|0,00
417833|146626|0,00
417834|146695|0,00
417835|146695|0,00
417836|146695|0,00
417837|146695|0,00
417838|146695|0,00
417839|146695|0,00
417840|146695|0,00
417841|146626|0,00
417842|146695|0,00
417843|146695|0,00
417845|154760|253,12
417846|146695|0,00
417847|146426|0,00
417848|146695|0,00
417849|146748|1,48
417850|146695|0,00
417851|146626|0,00
417852|146460|0,00
417853|147861|2,18
417854|146695|0,00
417855|146626|0,00
417856|146695|0,00
417857|146695|0,00
417858|146695|0,00
417859|146748|0,74
417860|146626|0,00
417861|146695|0,00
417863|151186|16,05
417864|146695|0,00
417865|146695|0,00
417867|146813|3,81
417868|148162|0,00
417869|146695|0,00
417870|146695|0,00
417871|146626|0,00
417873|146695|0,00
417874|146695|0,00
417875|146695|0,00
417877|151041|2,21
417878|147300|7,22
417879|146245|0,00
417880|146695|0,00
417881|146511|0,00
417883|146695|0,00
417884|148034|1,22
417885|146601|0,00
417886|154131|3,36
417887|148441|1,36
417888|146511|0,00
417889|146626|0,00
417890|146626|0,00
417891|146695|0,00
417892|148342|18,52
418067|146695|0,00
418068|146695|0,00
418091|147740|0,00
418092|147321|0,00
418093|147740|0,00
418094|147697|0,00
418095|147652|0,00
418096|147652|0,00
418097|147740|0,00
418098|147652|0,00
418099|147740|0,00
418100|147740|0,00
418101|147697|0,00
418102|147652|0,00
418103|147740|0,00
418104|147740|0,00
418105|147740|0,00
418107|147697|0,00
418108|147652|0,00
418109|147321|0,00
418110|147576|0,00
418111|147740|0,00
418112|147740|0,00
418113|147740|0,00
418114|147740|0,00
418115|147740|0,00
418116|147740|0,00
418117|147652|0,00
418118|147740|0,00
418119|147176|0,00
418121|147697|0,00
418122|147740|0,00
418123|147740|0,00
418124|147740|0,00
418125|147740|0,00
418126|147321|0,00
418127|147740|0,00
418128|147740|0,00
418129|147740|0,00
418130|147697|0,00
418131|147740|0,00
418132|147496|0,00
418133|147740|0,00
418134|147740|0,00
418135|147740|0,00
418136|147740|0,00
418137|147740|0,00
418138|147740|0,00
418139|147740|0,00
418140|147379|0,00
418141|147740|0,00
418142|147740|0,00
418143|147300|0,00
418144|147740|0,00
418146|147740|0,00
418147|147740|0,00
418149|147652|0,00
418150|147740|0,00
418151|147740|0,00
418152|147740|0,00
418153|147576|0,00
418154|147697|0,00
418155|147652|0,00
418156|147740|0,00
418157|147740|0,00
418158|147740|0,00
418159|147740|0,00
418160|147740|0,00
418161|147740|0,00
418162|147740|0,00
418163|148696|18,77
418164|147697|0,00
418165|147740|0,00
418166|147740|0,00
418167|147697|0,00
418168|147496|0,00
418169|147740|0,00
418170|147576|0,00
418171|147697|0,00
418172|147740|0,00
418173|147697|0,00
418174|147496|0,00
418175|147740|0,00
418176|147740|0,00
418177|147379|0,00
418178|147740|0,00
418179|147740|0,00
418180|147496|0,00
418181|147496|0,00
418182|147740|0,00
418183|147740|0,00
418184|147520|0,00
418185|147576|0,00
418186|147740|0,00
418187|147520|0,00
418188|147740|0,00
418190|147740|0,00
418191|147740|0,00
418192|147652|0,00
418193|147321|0,00
418194|147576|0,00
418195|147652|0,00
418196|147740|0,00
418197|147740|0,00
418198|147697|0,00
418199|147792|25.817,13
418200|147740|0,00
418201|147740|0,00
418202|147740|0,00
418203|147652|0,00
418204|147697|0,00
418205|147740|0,00
418206|147740|0,00
418207|147740|0,00
418208|147652|0,00
418209|147740|0,00
418210|147740|0,00
418211|147496|0,00
418212|147740|0,00
418213|147652|0,00
418214|147652|0,00
418215|147740|0,00
418216|147740|0,00
418217|147740|0,00
418218|147697|0,00
418219|147861|0,20
418220|147740|0,00
418221|147740|0,00
418222|147576|0,00
418223|147740|0,00
418224|147496|0,00
418225|147740|0,00
418226|147740|0,00
418227|147740|0,00
418228|147697|0,00
418229|147792|2,15
418231|147740|0,00
418232|147740|0,00
418233|147652|0,00
418234|147697|0,00
418235|147740|0,00
418236|147740|0,00
418237|147739|0,00
418238|147740|0,00
418239|147697|0,00
418240|147740|0,00
418241|147740|0,00
418242|147354|0,00
418243|147652|0,00
418244|147740|0,00
418245|147354|0,00
418246|147354|0,00
418247|147496|0,00
418248|147697|0,00
418249|147740|0,00
418250|147740|0,00
418251|148023|1,57
418252|147697|0,00
418253|147652|0,00
418254|147740|0,00
418255|147652|0,00
418256|147652|0,00
418257|147740|0,00
418258|147520|0,00
418260|147379|0,00
418261|147740|0,00
418262|147652|0,00
418263|147740|0,00
418264|147740|0,00
418265|147740|0,00
418266|147740|0,00
418267|147697|0,00
418268|147740|0,00
418269|147740|0,00
418270|147354|0,00
418271|147576|0,00
418272|147379|0,00
418273|147740|0,00
418274|147652|0,00
418275|147740|0,00
418276|149168|84,01
418277|147740|0,00
418278|147740|0,00
418279|147740|0,00
418281|147697|0,00
418282|147446|0,00
418283|147740|0,00
418284|147652|0,00
418285|147740|0,00
418286|147861|78,02
418287|147740|0,00
418288|147740|0,00
418289|147740|0,00
418290|147740|0,00
418291|147652|0,00
418292|147740|0,00
418293|147740|0,00
418294|147379|0,00
418295|147740|0,00
418296|147740|0,00
418297|147740|0,00
418298|147697|0,00
418299|147496|0,00
418300|147446|0,00
418301|147740|0,00
418302|147911|10,81
418303|147740|0,00
418304|147576|0,00
418305|147740|0,00
418306|147740|0,00
418307|147496|0,00
418308|147740|0,00
418309|147740|0,00
418310|147300|0,00
418311|147740|0,00
418312|147652|0,00
418314|147740|0,00
418315|147697|0,00
418316|147740|0,00
418317|147740|0,00
418318|147742|0,00
418319|147740|0,00
418320|147496|0,00
418321|147697|0,00
418322|147740|0,00
418323|147740|0,00
418324|147576|0,00
418325|147740|0,00
418326|147652|0,00
418327|147740|0,00
418328|147652|0,00
418329|147740|0,00
418330|147740|0,00
418331|147740|0,00
418332|147740|0,00
418333|147652|0,00
418334|147740|0,00
418336|151862|0,00
418337|147740|0,00
418338|147740|0,00
418339|147740|0,00
418340|147652|0,00
418341|147740|0,00
418342|147652|0,00
418343|147697|0,00
418344|147652|0,00
418345|147652|0,00
418346|147740|0,00
418347|147740|0,00
418348|147697|0,00
418349|147652|0,00
418350|147379|0,00
418351|147379|0,00
418352|147652|0,00
418353|147740|0,00
418354|147697|0,00
418355|147300|0,00
418356|147300|0,00
418357|147300|0,00
418358|147300|0,00
418359|147697|0,00
418360|147354|0,00
418361|147496|0,00
418362|147354|0,00
418363|147772|0,72
418364|147740|0,00
418365|147697|0,00
418366|147697|0,00
418367|147652|0,00
418368|147740|0,00
418369|147740|0,00
418370|147697|0,00
418371|147354|0,00
418372|147740|0,00
418373|147652|0,00
418374|147740|0,00
418375|147740|0,00
418376|148849|1,05
418377|147740|0,00
418378|147740|0,00
418379|147740|0,00
418380|147740|0,00
418381|147740|0,00
418382|147321|0,00
418383|147740|0,00
418384|147740|0,00
418385|147697|0,00
418386|147496|0,00
418387|147652|0,00
418388|147740|0,00
418389|147520|0,00
418390|147740|0,00
418391|147740|0,00
418392|147740|0,00
418394|147697|0,00
418395|147740|0,00
418396|147740|0,00
418397|147740|0,00
418398|147496|0,00
418399|147652|0,00
418401|147740|0,00
418402|147740|0,00
418403|147576|0,00
418404|147652|0,00
418405|147740|0,00
418406|147740|0,00
418407|147520|0,00
418408|147740|0,00
418409|147576|0,00
418410|147740|0,00
418411|147740|0,00
418412|147740|0,00
418413|147652|0,00
418414|147697|0,00
418415|147740|0,00
418416|147525|0,00
418417|147576|0,00
418418|147652|0,00
418419|147740|0,00
418420|147520|0,00
418421|147652|0,00
418422|147652|0,00
418423|147740|0,00
418424|147740|0,00
418425|147321|0,00
418426|147300|0,00
418427|147379|0,00
418428|147300|0,00
418429|147740|0,00
418430|147697|0,00
418431|147496|0,00
418432|147740|0,00
418433|147740|0,00
418434|147740|0,00
418435|147740|0,00
418436|147740|0,00
418437|147740|0,00
418438|147740|0,00
418439|147300|0,00
418440|147697|0,00
418441|147740|0,00
418442|147740|0,00
418443|147740|0,00
418444|147740|0,00
418445|147652|0,00
418446|147740|0,00
418447|147740|0,00
418448|147740|0,00
418449|147697|0,00
418450|147697|0,00
418451|147740|0,00
418452|147496|0,00
418453|147446|0,00
418454|147652|0,00
418455|147520|0,00
418456|147697|0,00
418457|147740|0,00
418458|147652|0,00
418459|147652|0,00
418460|147576|0,00
418461|147740|0,00
418462|147697|0,00
418463|147740|0,00
418464|147652|0,00
418465|147379|0,00
418466|147652|0,00
418467|147576|0,00
418468|147740|0,00
418469|147740|0,00
418470|147496|0,00
418471|147576|0,00
418472|147740|0,00
418473|147740|0,00
418474|147652|0,00
418475|147740|0,00
418476|147446|0,00
418477|147576|0,00
418478|147652|0,00
418480|147740|0,00
418481|147520|0,00
418482|147652|0,00
418483|147740|0,00
418484|147652|0,00
418485|147740|0,00
418486|147740|0,00
418487|147740|0,00
418488|147740|0,00
418489|147496|0,00
418490|147379|0,00
418491|147379|0,00
418492|147740|0,00
418493|147740|0,00
418494|147576|0,00
418495|147354|0,00
418496|147354|0,00
418497|147740|0,00
418498|147697|0,00
418499|147697|0,00
418500|147740|0,00
418501|147697|0,00
418502|147740|0,00
418503|147697|0,00
418504|147652|0,00
418505|147576|0,00
418506|147446|0,00
418507|147652|0,00
418508|147740|0,00
418509|147652|0,00
418510|147740|0,00
418511|147740|0,00
418512|147740|0,00
418513|147496|0,00
418514|147697|0,00
418516|147697|0,00
418517|147652|0,00
418518|147520|0,00
418519|147740|0,00
418520|147740|0,00
418521|147740|0,00
418522|147740|0,00
418523|147697|0,00
418524|147959|18,51
418525|147740|0,00
418526|147652|0,00
