ID|NIVEL1|NIVEL2|NIVEL3|NIVEL4|NIVEL5|TOTAL|ANOMES
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -872,70|202403
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -12.197,11|202403
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202403
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|         -43.662,22|202403
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202403
100|Resultado operacional|||||         556.148,80|202403
101|Resultado de equivalência patrimonial|||||                  0|202403
102|Resultado não operacional|||||            -149,28|202403
103|Receitas financeiras|||||       3.955.917,76|202403
104|Despesas financeiras|||||        -878.425,50|202403
105|Resultado financeiro|||||       3.077.492,26|202403
106|Superávit do exercício|||||       3.633.491,78|202403
1|Receita Bruta|||||      19.310.354,42|202404
2|Tributos|ISS||||        -965.518,13|202404
3|Tributos|COFINS||||      -1.467.587,82|202404
4|Receita operacional líquida|||||      16.877.248,47|202404
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202404
6|Custos dos serviços prestados|Consultas|SISEG|||        -217.080,64|202404
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -5.163.855,70|202404
8|Custos dos serviços prestados|Outros custos||||                  0|202404
9|Margem bruta|||||      11.496.312,13|202404
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -8.896,00|202404
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||         -64.651,87|202404
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.967.259,99|202404
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||        -512.085,99|202404
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202404
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||          -9.453,65|202404
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -265.840,81|202404
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202404
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||         -13.397,83|202404
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||            -553,04|202404
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||         -12.287,78|202404
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||                  0|202404
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202404
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||          -1.525,60|202404
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -65.830,18|202404
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -440.966,68|202404
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202404
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -29.630,95|202404
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -17.301,80|202404
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -46.968,27|202404
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -199.508,60|202404
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -171.853,12|202404
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -11.641,10|202404
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202404
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202404
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -10.930,46|202404
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202404
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.334,95|202404
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202404
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -1.493,14|202404
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|                  0|202404
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -124.345,54|202404
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|        -101.659,79|202404
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -68.178,51|202404
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -777.816,67|202404
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|         -31.853,16|202404
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|          -3.084,84|202404
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -243.204,72|202404
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -21.489,67|202404
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -30.517,78|202404
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.674,36|202404
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|          -3.986,70|202404
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -270.773,38|202404
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -533.765,62|202404
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202404
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -242.467,86|202404
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.057.911,85|202404
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||        -154.380,35|202404
58|Despesas operacionais|Eventos|Eventos|||        -964.069,73|202404
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202404
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202404
61|Despesas operacionais|Localização|Serviços de limpeza|||         -24.979,86|202404
62|Despesas operacionais|Localização|Condomínio|||        -145.474,52|202404
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -4.890,00|202404
64|Despesas operacionais|Localização|Outras|||         -40.501,87|202404
65|Despesas operacionais|Localização|Energia elétrica|||         -44.677,51|202404
66|Despesas operacionais|Localização|Aluguel|||          -1.350,00|202404
67|Despesas operacionais|Localização|Depreciação e amortização|||        -293.367,72|202404
68|Despesas operacionais|Marketing|Comunicação institucional|||                  0|202404
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202404
70|Despesas operacionais|Marketing|Propaganda e divulgação|||        -613.159,57|202404
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||          -5.053,45|202404
72|Despesas operacionais|Representação institucional|Viagens|||        -240.796,49|202404
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202404
74|Despesas operacionais|Representação institucional|Representação Social|||         -19.372,10|202404
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202404
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202404
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -4.948,62|202404
78|Despesas operacionais|Doações e contribuições|Doacoes|||         -20.000,00|202404
79|Despesas operacionais|Outras despesas|Material de expediente|||         -26.208,37|202404
80|Despesas operacionais|Outras despesas|Comunicação|||         -67.298,03|202404
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202404
82|Despesas operacionais|Outras despesas|Veículos|||          -4.549,00|202404
83|Despesas operacionais|Outras despesas|Crédito COFINS|||          35.446,55|202404
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||          -4.000,00|202404
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||         -25.067,18|202404
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202404
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||         148.227,06|202404
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -1.706,80|202404
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202404
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|            -270,00|202404
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202404
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202404
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202404
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|          -1.436,40|202404
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202404
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|          -7.734,86|202404
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202404
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -8.020,58|202404
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202404
100|Resultado operacional|||||         588.530,47|202404
101|Resultado de equivalência patrimonial|||||                  0|202404
102|Resultado não operacional|||||                  0|202404
103|Receitas financeiras|||||       3.654.852,05|202404
104|Despesas financeiras|||||        -779.772,90|202404
105|Resultado financeiro|||||       2.875.079,15|202404
106|Superávit do exercício|||||       3.463.609,62|202404
1|Receita Bruta|||||      26.112.192,51|202405
2|Tributos|ISS||||        -948.365,64|202405
3|Tributos|COFINS||||      -1.441.516,09|202405
4|Receita operacional líquida|||||      23.722.310,78|202405
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202405
6|Custos dos serviços prestados|Consultas|SISEG|||        -160.926,28|202405
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -5.033.990,86|202405
8|Custos dos serviços prestados|Outros custos||||                  0|202405
9|Margem bruta|||||      18.527.393,64|202405
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -7.597,95|202405
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||         -77.217,58|202405
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.625.444,55|202405
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||        -319.625,01|202405
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202405
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||         -56.752,53|202405
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -229.132,66|202405
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202405
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||        -384.296,33|202405
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||         -30.209,38|202405
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||        -549.887,27|202405
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -145.898,15|202405
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202405
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||         -24.032,48|202405
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -66.847,46|202405
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -621.106,81|202405
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202405
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -29.164,78|202405
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -26.791,49|202405
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -47.299,28|202405
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -181.753,23|202405
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -155.857,58|202405
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -11.277,69|202405
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202405
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202405
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -13.206,28|202405
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202405
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.380,51|202405
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202405
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -3.216,58|202405
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|         -20.165,00|202405
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -116.915,74|202405
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|          11.685,18|202405
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -64.557,13|202405
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -705.588,23|202405
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|           3.698,33|202405
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|         -43.768,95|202405
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -209.491,26|202405
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -20.353,89|202405
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -27.910,41|202405
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.306,94|202405
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|             458,17|202405
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -598.111,73|202405
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||      -1.126.203,65|202405
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202405
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -244.860,73|202405
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.726.023,93|202405
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||        -144.897,01|202405
58|Despesas operacionais|Eventos|Eventos|||      -1.698.715,04|202405
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202405
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202405
61|Despesas operacionais|Localização|Serviços de limpeza|||         -24.169,86|202405
62|Despesas operacionais|Localização|Condomínio|||        -145.434,02|202405
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -2.850,00|202405
64|Despesas operacionais|Localização|Outras|||         -40.501,87|202405
65|Despesas operacionais|Localização|Energia elétrica|||         -48.343,96|202405
66|Despesas operacionais|Localização|Aluguel|||          -1.350,00|202405
67|Despesas operacionais|Localização|Depreciação e amortização|||        -290.802,12|202405
68|Despesas operacionais|Marketing|Comunicação institucional|||                  0|202405
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202405
70|Despesas operacionais|Marketing|Propaganda e divulgação|||      -1.162.605,52|202405
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202405
72|Despesas operacionais|Representação institucional|Viagens|||        -563.238,29|202405
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202405
74|Despesas operacionais|Representação institucional|Representação Social|||         -27.550,65|202405
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202405
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202405
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||         -95.894,31|202405
78|Despesas operacionais|Doações e contribuições|Doacoes|||         -20.000,00|202405
79|Despesas operacionais|Outras despesas|Comunicação|||         -33.921,06|202405
80|Despesas operacionais|Outras despesas|Crédito COFINS|||          38.964,37|202405
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202405
82|Despesas operacionais|Outras despesas|Material de expediente|||         -17.157,65|202405
83|Despesas operacionais|Outras despesas|Veículos|||          -6.210,14|202405
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||         -10.432,61|202405
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||         -25.067,18|202405
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||               6,53|202405
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||        -127.458,47|202405
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -1.035,00|202405
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202405
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|          -1.389,00|202405
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202405
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202405
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202405
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|          -1.269,00|202405
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -879,82|202405
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -11.465,91|202405
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202405
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|            -796,00|202405
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202405
100|Resultado operacional|||||       3.563.518,56|202405
101|Resultado de equivalência patrimonial|||||                  0|202405
102|Resultado não operacional|||||                  0|202405
103|Receitas financeiras|||||       3.862.736,93|202405
104|Despesas financeiras|||||        -523.096,78|202405
105|Resultado financeiro|||||       3.339.640,15|202405
106|Superávit do exercício|||||       6.903.158,71|202405
1|Receita Bruta|||||      18.676.998,06|202406
2|Tributos|ISS||||        -918.984,71|202406
3|Tributos|COFINS||||      -1.396.858,28|202406
4|Receita operacional líquida|||||      16.361.155,07|202406
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202406
6|Custos dos serviços prestados|Consultas|SISEG|||        -172.513,26|202406
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.859.993,95|202406
8|Custos dos serviços prestados|Outros custos||||                  0|202406
9|Margem bruta|||||      11.328.647,86|202406
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||         -81.542,39|202406
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||         -50.130,54|202406
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.214.446,49|202406
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||        -253.704,85|202406
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202406
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||        -107.205,29|202406
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -200.741,75|202406
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202406
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||        -518.559,15|202406
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||         -61.606,14|202406
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||        -498.356,14|202406
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -362.323,97|202406
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202406
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||         -33.802,06|202406
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -89.289,09|202406
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -482.102,89|202406
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202406
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -32.669,29|202406
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|          -3.611,45|202406
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -45.651,61|202406
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -180.509,31|202406
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -156.453,88|202406
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -12.401,73|202406
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202406
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202406
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.084,38|202406
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202406
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.403,29|202406
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202406
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -2.327,21|202406
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -8.474,00|202406
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|         -92.722,89|202406
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|          96.410,46|202406
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -59.808,56|202406
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -625.597,74|202406
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          30.278,89|202406
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|         -64.815,67|202406
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -173.525,10|202406
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -19.308,69|202406
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -24.871,25|202406
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.016,61|202406
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|           3.780,81|202406
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||      -2.000.243,52|202406
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -581.376,70|202406
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202406
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -101.923,85|202406
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||        -726.198,39|202406
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||        -143.725,46|202406
58|Despesas operacionais|Eventos|Eventos|||      -1.405.774,48|202406
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202406
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202406
61|Despesas operacionais|Localização|Serviços de limpeza|||         -24.570,86|202406
62|Despesas operacionais|Localização|Condomínio|||        -157.118,52|202406
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -8.600,00|202406
64|Despesas operacionais|Localização|Outras|||         -40.501,87|202406
65|Despesas operacionais|Localização|Energia elétrica|||         -47.344,36|202406
66|Despesas operacionais|Localização|Aluguel|||         -44.060,00|202406
67|Despesas operacionais|Localização|Depreciação e amortização|||        -290.867,32|202406
68|Despesas operacionais|Marketing|Comunicação institucional|||         -90.000,00|202406
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202406
70|Despesas operacionais|Marketing|Propaganda e divulgação|||      -2.590.828,39|202406
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||         -34.016,83|202406
72|Despesas operacionais|Representação institucional|Viagens|||        -441.422,35|202406
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202406
74|Despesas operacionais|Representação institucional|Representação Social|||         -18.181,38|202406
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202406
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202406
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.294,31|202406
78|Despesas operacionais|Doações e contribuições|Doacoes|||         -20.000,00|202406
79|Despesas operacionais|Outras despesas|Material de expediente|||         -50.745,16|202406
80|Despesas operacionais|Outras despesas|Comunicação|||         -22.276,50|202406
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202406
82|Despesas operacionais|Outras despesas|Veículos|||          -1.523,64|202406
83|Despesas operacionais|Outras despesas|Crédito COFINS|||         193.731,42|202406
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||          -2.860,93|202406
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||         -25.067,18|202406
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||             104,83|202406
