NIVEL1|NIVEL2|NIVEL3|NIVEL4|NIVEL5|TOTAL|ANOMES
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202504
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -63.726,99|202504
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||         -14.755,23|202504
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202504
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.279.416,31|202504
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -191.180,94|202504
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202504
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202504
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202504
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202504
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202504
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202504
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202504
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -179.166,66|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -74.082,22|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -487.695,87|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,33|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -46.553,81|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -44.617,16|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -213.499,51|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -164.985,48|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -14.598,41|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.595,46|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.018,68|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.260,13|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -2.125,14|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -1.502,55|202504
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|         -94.542,58|202504
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -48.751,14|202504
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -16.250,37|202504
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -585.013,76|202504
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -5.098,13|202504
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202504
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -183.533,74|202504
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -15.294,47|202504
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -22.941,70|202504
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -1.911,81|202504
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -637,26|202504
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -949.040,35|202504
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||      -3.079.320,03|202504
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202504
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -134.146,37|202504
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.451.773,45|202504
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -151.026,75|202504
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202504
Despesas operacionais|Eventos|Eventos|||      -5.207.409,13|202504
Despesas operacionais|Eventos|Outros eventos|||                  0|202504
Despesas operacionais|Localização|Condomínio|||        -164.200,54|202504
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -7.850,00|202504
Despesas operacionais|Localização|Energia elétrica|||         -44.087,41|202504
Despesas operacionais|Localização|Aluguel|||                  0|202504
Despesas operacionais|Localização|Depreciação e amortização|||        -305.947,75|202504
Despesas operacionais|Localização|Outras|||                  0|202504
Despesas operacionais|Localização|Serviços de limpeza|||         -25.908,45|202504
Despesas operacionais|Marketing|Anúncios e editais|||                  0|202504
Despesas operacionais|Marketing|Comunicação institucional|||         -93.645,00|202504
Despesas operacionais|Marketing|Propaganda e divulgação|||      -1.450.068,63|202504
Despesas operacionais|Representação institucional|Representação Social|||         -50.568,00|202504
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202504
Despesas operacionais|Representação institucional|Viagens|||        -534.684,54|202504
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202504
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202504
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||        -436.877,00|202504
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -360,00|202504
Despesas operacionais|Doações e contribuições|Doacoes|||         -35.000,00|202504
Despesas operacionais|Outras despesas|Convênios|||                  0|202504
Despesas operacionais|Outras despesas|Comunicação|||         -37.120,65|202504
Despesas operacionais|Outras despesas|Material de expediente|||         -18.868,03|202504
Despesas operacionais|Outras despesas|Veículos|||          -3.270,00|202504
Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202504
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202504
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202504
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202504
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|          -2.261,60|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|            -833,34|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|          -9.100,00|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.000,00|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -200,00|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202504
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202504
Resultado operacional|||||      -7.884.850,72|202504
Resultado de equivalência patrimonial|||||                  0|202504
Resultado não operacional|||||                  0|202504
Receitas financeiras|||||       4.079.248,05|202504
Despesas financeiras|||||        -859.758,50|202504
Resultado financeiro|||||       3.219.489,55|202504
Superávit do exercício|||||      -4.665.361,17|202504
Receita Bruta|||||      27.390.508,28|202505
Tributos|ISS||||        -990.525,43|202505
Tributos|COFINS||||      -1.545.598,61|202505
Receita operacional líquida|||||      24.854.384,24|202505
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -5.236.541,02|202505
Custos dos serviços prestados|Consultas|SISEG|||        -244.472,71|202505
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202505
Custos dos serviços prestados|Outros custos||||                  0|202505
Margem bruta|||||      19.373.370,51|202505
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202505
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -63.726,99|202505
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||         -14.755,23|202505
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202505
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.279.416,31|202505
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -191.180,94|202505
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202505
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||        -300.000,00|202505
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202505
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202505
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202505
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202505
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202505
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -179.166,67|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -74.082,22|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -487.695,87|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,34|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -46.553,81|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -44.617,16|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -213.499,51|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -164.985,48|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -14.598,41|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.595,46|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.018,68|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.260,13|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|         -20.172,85|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -1.502,55|202505
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|         -94.542,58|202505
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -48.751,14|202505
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -16.250,37|202505
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -661.513,77|202505
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -5.098,13|202505
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202505
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -207.533,74|202505
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -15.294,47|202505
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -25.941,70|202505
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -1.911,81|202505
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -637,26|202505
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||      -1.156.143,40|202505
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||      -1.838.320,04|202505
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202505
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -134.714,37|202505
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.413.770,64|202505
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -166.196,76|202505
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202505
Despesas operacionais|Eventos|Eventos|||      -5.693.719,37|202505
Despesas operacionais|Eventos|Outros eventos|||       1.250.000,00|202505
Despesas operacionais|Localização|Condomínio|||        -164.200,54|202505
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -7.850,00|202505
Despesas operacionais|Localização|Energia elétrica|||         -50.245,83|202505
Despesas operacionais|Localização|Aluguel|||                  0|202505
Despesas operacionais|Localização|Depreciação e amortização|||        -299.067,15|202505
Despesas operacionais|Localização|Outras|||                  0|202505
Despesas operacionais|Localização|Serviços de limpeza|||         -25.908,45|202505
Despesas operacionais|Marketing|Anúncios e editais|||                  0|202505
Despesas operacionais|Marketing|Comunicação institucional|||         -93.645,00|202505
Despesas operacionais|Marketing|Propaganda e divulgação|||      -1.530.476,63|202505
Despesas operacionais|Representação institucional|Representação Social|||         -64.140,00|202505
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202505
Despesas operacionais|Representação institucional|Viagens|||        -547.468,14|202505
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202505
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202505
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||         -50.000,00|202505
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||          -4.568,00|202505
Despesas operacionais|Doações e contribuições|Doacoes|||         -35.000,00|202505
Despesas operacionais|Outras despesas|Convênios|||                  0|202505
Despesas operacionais|Outras despesas|Comunicação|||         -36.988,83|202505
Despesas operacionais|Outras despesas|Material de expediente|||         -18.478,32|202505
Despesas operacionais|Outras despesas|Veículos|||          -3.270,00|202505
Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202505
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202505
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202505
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202505
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|            -767,00|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|            -833,33|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -11.888,78|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.000,00|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -200,00|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202505
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202505
Resultado operacional|||||       2.077.373,35|202505
Resultado de equivalência patrimonial|||||                  0|202505
Resultado não operacional|||||                  0|202505
Receitas financeiras|||||       4.256.507,52|202505
Despesas financeiras|||||        -896.678,39|202505
Resultado financeiro|||||       3.359.829,13|202505
Superávit do exercício|||||       5.437.202,48|202505
Receita Bruta|||||      19.086.423,57|202506
Tributos|ISS||||        -954.321,19|202506
Tributos|COFINS||||      -1.490.568,17|202506
Receita operacional líquida|||||      16.641.534,21|202506
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -5.059.167,29|202506
Custos dos serviços prestados|Consultas|SISEG|||        -242.021,49|202506
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202506
Custos dos serviços prestados|Outros custos||||                  0|202506
Margem bruta|||||      11.340.345,43|202506
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202506
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -63.726,99|202506
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||         -14.755,23|202506
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202506
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.279.416,31|202506
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -191.180,94|202506
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202506
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202506
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202506
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202506
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202506
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202506
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202506
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -179.166,67|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -74.082,22|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -487.695,87|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,33|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -46.553,81|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -44.617,16|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -213.499,51|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -164.985,48|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -14.598,41|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.595,46|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.018,68|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.260,13|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -2.125,14|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|          -1.502,55|202506
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|         -94.542,58|202506
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -48.751,14|202506
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -16.250,37|202506
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -585.013,76|202506
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -5.098,13|202506
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202506
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -183.533,74|202506
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -15.294,47|202506
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -22.941,70|202506
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -1.911,81|202506
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -637,26|202506
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||      -2.222.330,81|202506
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||      -4.009.431,95|202506
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202506
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -134.146,37|202506
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.381.536,89|202506
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -151.799,24|202506
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202506
Despesas operacionais|Eventos|Eventos|||      -1.726.309,13|202506
Despesas operacionais|Eventos|Outros eventos|||                  0|202506
Despesas operacionais|Localização|Condomínio|||        -164.200,54|202506
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -7.850,00|202506
Despesas operacionais|Localização|Energia elétrica|||         -44.877,01|202506
Despesas operacionais|Localização|Aluguel|||                  0|202506
Despesas operacionais|Localização|Depreciação e amortização|||        -294.893,79|202506
Despesas operacionais|Localização|Outras|||                  0|202506
Despesas operacionais|Localização|Serviços de limpeza|||         -25.908,45|202506
Despesas operacionais|Marketing|Anúncios e editais|||                  0|202506
Despesas operacionais|Marketing|Comunicação institucional|||         -93.645,00|202506
Despesas operacionais|Marketing|Propaganda e divulgação|||      -1.477.027,65|202506
Despesas operacionais|Representação institucional|Representação Social|||         -35.790,00|202506
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202506
Despesas operacionais|Representação institucional|Viagens|||        -618.839,54|202506
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202506
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202506
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||        -104.000,00|202506
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||          -6.028,00|202506
Despesas operacionais|Doações e contribuições|Doacoes|||         -35.000,00|202506
Despesas operacionais|Outras despesas|Convênios|||                  0|202506
Despesas operacionais|Outras despesas|Comunicação|||         -36.697,34|202506
Despesas operacionais|Outras despesas|Material de expediente|||         -13.065,95|202506
Despesas operacionais|Outras despesas|Veículos|||          -8.270,00|202506
Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202506
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202506
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202506
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202506
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|            -767,00|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|            -833,33|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -10.504,79|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.000,00|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -200,00|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202506
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202506
Resultado operacional|||||      -6.040.196,20|202506
Resultado de equivalência patrimonial|||||                  0|202506
Resultado não operacional|||||                  0|202506
Receitas financeiras|||||       4.137.201,43|202506
Despesas financeiras|||||        -871.892,75|202506
Resultado financeiro|||||       3.265.308,68|202506
Superávit do exercício|||||      -2.774.887,52|202506
Receita Bruta|||||      21.802.945,58|202507
Tributos|COFINS||||      -1.697.023,86|202507
Tributos|ISS||||      -1.090.147,28|202507
Receita operacional líquida|||||      19.015.774,44|202507
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202507
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -5.726.752,58|202507
Custos dos serviços prestados|Consultas|SISEG|||        -243.551,92|202507
Custos dos serviços prestados|Outros custos||||                  0|202507
Margem bruta|||||      13.045.469,94|202507
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202507
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||         -14.755,23|202507
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202507
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202507
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -191.180,94|202507
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||        -763.457,80|202507
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -63.726,99|202507
