ID|NIVEL1|NIVEL2|NIVEL3|NIVEL4|NIVEL5|TOTAL|ANOMES
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|            -455,90|202503
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202503
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|          -9.685,46|202503
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202503
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -7.792,12|202503
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202503
100|Resultado operacional|||||        -797.241,82|202503
101|Resultado de equivalência patrimonial|||||                  0|202503
102|Resultado não operacional|||||                  0|202503
103|Receitas financeiras|||||       2.788.224,12|202503
104|Despesas financeiras|||||        -283.131,26|202503
105|Resultado financeiro|||||       2.505.092,86|202503
106|Superávit do exercício|||||       1.707.851,04|202503
1|Receita Bruta|||||                  0|202504
2|Tributos|ISS||||                  0|202504
3|Tributos|COFINS||||                  0|202504
4|Receita operacional líquida|||||                  0|202504
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202504
6|Custos dos serviços prestados|Consultas|SISEG|||                  0|202504
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||                  0|202504
8|Custos dos serviços prestados|Outros custos||||                  0|202504
9|Margem bruta|||||                  0|202504
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||                  0|202504
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202504
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||                  0|202504
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||                  0|202504
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202504
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202504
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||                  0|202504
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202504
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202504
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202504
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202504
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||                  0|202504
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202504
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202504
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|                  0|202504
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|                  0|202504
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202504
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|                  0|202504
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202504
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|                  0|202504
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|                  0|202504
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|                  0|202504
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|                  0|202504
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202504
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202504
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|                  0|202504
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202504
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|                  0|202504
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202504
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|                  0|202504
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|                  0|202504
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|                  0|202504
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|                  0|202504
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|                  0|202504
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|                  0|202504
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|                  0|202504
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202504
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|                  0|202504
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|                  0|202504
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|                  0|202504
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|                  0|202504
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|                  0|202504
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||                  0|202504
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||                  0|202504
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202504
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||                  0|202504
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||                  0|202504
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||                  0|202504
58|Despesas operacionais|Eventos|Eventos|||                  0|202504
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202504
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202504
61|Despesas operacionais|Localização|Serviços de limpeza|||                  0|202504
62|Despesas operacionais|Localização|Condomínio|||        -194.172,73|202504
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||                  0|202504
64|Despesas operacionais|Localização|Outras|||                  0|202504
65|Despesas operacionais|Localização|Energia elétrica|||         -14.173,44|202504
66|Despesas operacionais|Localização|Aluguel|||            -900,00|202504
67|Despesas operacionais|Localização|Depreciação e amortização|||                  0|202504
68|Despesas operacionais|Marketing|Comunicação institucional|||                  0|202504
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202504
70|Despesas operacionais|Marketing|Propaganda e divulgação|||                  0|202504
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202504
72|Despesas operacionais|Representação institucional|Viagens|||            -399,24|202504
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202504
74|Despesas operacionais|Representação institucional|Representação Social|||                  0|202504
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202504
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202504
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -5.109,00|202504
78|Despesas operacionais|Doações e contribuições|Doacoes|||                  0|202504
79|Despesas operacionais|Outras despesas|Material de expediente|||                  0|202504
80|Despesas operacionais|Outras despesas|Comunicação|||                  0|202504
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202504
82|Despesas operacionais|Outras despesas|Veículos|||                  0|202504
83|Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202504
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202504
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202504
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202504
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202504
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|            -370,69|202504
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202504
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202504
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202504
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202504
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202504
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|                  0|202504
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202504
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|            -333,50|202504
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202504
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|                  0|202504
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202504
100|Resultado operacional|||||        -215.458,60|202504
101|Resultado de equivalência patrimonial|||||                  0|202504
102|Resultado não operacional|||||                  0|202504
103|Receitas financeiras|||||              20,86|202504
104|Despesas financeiras|||||          -1.574,14|202504
105|Resultado financeiro|||||          -1.553,28|202504
106|Superávit do exercício|||||        -217.011,88|202504
1|Receita Bruta|||||                  0|202505
2|Tributos|ISS||||                  0|202505
3|Tributos|COFINS||||                  0|202505
4|Receita operacional líquida|||||                  0|202505
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202505
6|Custos dos serviços prestados|Consultas|SISEG|||                  0|202505
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||                  0|202505
8|Custos dos serviços prestados|Outros custos||||                  0|202505
9|Margem bruta|||||                  0|202505
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||                  0|202505
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202505
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||                  0|202505
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||                  0|202505
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202505
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202505
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||                  0|202505
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202505
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202505
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202505
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202505
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||                  0|202505
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202505
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202505
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|                  0|202505
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|                  0|202505
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202505
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|                  0|202505
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202505
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|                  0|202505
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|                  0|202505
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|                  0|202505
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|                  0|202505
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202505
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202505
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|                  0|202505
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202505
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|                  0|202505
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202505
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|                  0|202505
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|                  0|202505
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|                  0|202505
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|                  0|202505
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|                  0|202505
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|                  0|202505
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|                  0|202505
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202505
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|                  0|202505
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|                  0|202505
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|                  0|202505
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|                  0|202505
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|                  0|202505
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||                  0|202505
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||                  0|202505
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202505
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||                  0|202505
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||                  0|202505
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||                  0|202505
58|Despesas operacionais|Eventos|Eventos|||                  0|202505
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202505
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202505
61|Despesas operacionais|Localização|Serviços de limpeza|||                  0|202505
62|Despesas operacionais|Localização|Condomínio|||                  0|202505
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||                  0|202505
64|Despesas operacionais|Localização|Outras|||                  0|202505
65|Despesas operacionais|Localização|Energia elétrica|||                  0|202505
66|Despesas operacionais|Localização|Aluguel|||                  0|202505
67|Despesas operacionais|Localização|Depreciação e amortização|||                  0|202505
68|Despesas operacionais|Marketing|Comunicação institucional|||                  0|202505
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202505
70|Despesas operacionais|Marketing|Propaganda e divulgação|||                  0|202505
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202505
72|Despesas operacionais|Representação institucional|Viagens|||                  0|202505
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202505
74|Despesas operacionais|Representação institucional|Representação Social|||                  0|202505
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202505
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202505
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||            -360,00|202505
78|Despesas operacionais|Doações e contribuições|Doacoes|||                  0|202505
79|Despesas operacionais|Outras despesas|Material de expediente|||                  0|202505
80|Despesas operacionais|Outras despesas|Comunicação|||                  0|202505
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202505
82|Despesas operacionais|Outras despesas|Veículos|||                  0|202505
83|Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202505
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202505
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202505
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202505
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202505
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202505
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202505
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202505
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202505
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202505
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202505
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|                  0|202505
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202505
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|                  0|202505
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202505
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|                  0|202505
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202505
100|Resultado operacional|||||            -360,00|202505
101|Resultado de equivalência patrimonial|||||                  0|202505
102|Resultado não operacional|||||                  0|202505
103|Receitas financeiras|||||                  0|202505
104|Despesas financeiras|||||                  0|202505
105|Resultado financeiro|||||                  0|202505
106|Superávit do exercício|||||            -360,00|202505
1|Receita Bruta|||||                  0|202506
2|Tributos|ISS||||                  0|202506
3|Tributos|COFINS||||                  0|202506
4|Receita operacional líquida|||||                  0|202506
5|Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202506
6|Custos dos serviços prestados|Consultas|SISEG|||                  0|202506
7|Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||                  0|202506
8|Custos dos serviços prestados|Outros custos||||                  0|202506
9|Margem bruta|||||                  0|202506
10|Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||                  0|202506
11|Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202506
12|Despesas operacionais|Pessoal|Despesa com empregados|Salários||                  0|202506
13|Despesas operacionais|Pessoal|Despesa com empregados|Ferias||                  0|202506
14|Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202506
15|Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202506
16|Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||                  0|202506
17|Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202506
18|Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202506
19|Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202506
20|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202506
21|Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||                  0|202506
22|Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202506
23|Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202506
24|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|                  0|202506
25|Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|                  0|202506
26|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|                  0|202506
27|Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|                  0|202506
28|Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|                  0|202506
29|Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|                  0|202506
30|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|                  0|202506
31|Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|                  0|202506
32|Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|                  0|202506
33|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202506
34|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202506
35|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|                  0|202506
36|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202506
37|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|                  0|202506
38|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|                  0|202506
39|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|                  0|202506
40|Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|                  0|202506
41|Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|                  0|202506
42|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|                  0|202506
43|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|                  0|202506
44|Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|                  0|202506
45|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|                  0|202506
46|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202506
47|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|                  0|202506
48|Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|                  0|202506
49|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|                  0|202506
50|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|                  0|202506
51|Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|                  0|202506
52|Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||                  0|202506
53|Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||                  0|202506
54|Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202506
55|Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||                  0|202506
56|Despesas operacionais|Serviços de terceiros|Serviços de informática|||                  0|202506
57|Despesas operacionais|Serviços de terceiros|Equipamentos|||                  0|202506
58|Despesas operacionais|Eventos|Eventos|||                  0|202506
59|Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202506
60|Despesas operacionais|Eventos|Outros eventos|||                  0|202506
61|Despesas operacionais|Localização|Serviços de limpeza|||                  0|202506
62|Despesas operacionais|Localização|Condomínio|||                  0|202506
63|Despesas operacionais|Localização|Conservação, manutenção e reparos|||                  0|202506
64|Despesas operacionais|Localização|Outras|||                  0|202506
65|Despesas operacionais|Localização|Energia elétrica|||                  0|202506
66|Despesas operacionais|Localização|Aluguel|||                  0|202506
67|Despesas operacionais|Localização|Depreciação e amortização|||                  0|202506
68|Despesas operacionais|Marketing|Comunicação institucional|||                  0|202506
69|Despesas operacionais|Marketing|Anúncios e editais|||                  0|202506
70|Despesas operacionais|Marketing|Propaganda e divulgação|||                  0|202506
71|Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||                  0|202506
72|Despesas operacionais|Representação institucional|Viagens|||                  0|202506
73|Despesas operacionais|Representação institucional|Representação institucional|||                  0|202506
74|Despesas operacionais|Representação institucional|Representação Social|||                  0|202506
75|Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||                  0|202506
76|Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||                  0|202506
77|Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||            -360,00|202506
78|Despesas operacionais|Doações e contribuições|Doacoes|||                  0|202506
79|Despesas operacionais|Outras despesas|Material de expediente|||                  0|202506
80|Despesas operacionais|Outras despesas|Comunicação|||                  0|202506
81|Despesas operacionais|Outras despesas|Convênios|||                  0|202506
82|Despesas operacionais|Outras despesas|Veículos|||                  0|202506
83|Despesas operacionais|Outras despesas|Crédito COFINS|||                  0|202506
84|Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202506
85|Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202506
86|Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202506
87|Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202506
88|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|                  0|202506
89|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202506
90|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202506
91|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202506
92|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|                  0|202506
93|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|                  0|202506
94|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|                  0|202506
95|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|                  0|202506
96|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|                  0|202506
97|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202506
98|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|                  0|202506
99|Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|                  0|202506
100|Resultado operacional|||||            -360,00|202506
101|Resultado de equivalência patrimonial|||||                  0|202506
102|Resultado não operacional|||||                  0|202506
103|Receitas financeiras|||||                  0|202506
104|Despesas financeiras|||||                  0|202506
105|Resultado financeiro|||||                  0|202506
