NIVEL1|NIVEL2|NIVEL3|NIVEL4|NIVEL5|TOTAL|ANOMES
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202404
Custos dos serviços prestados|Outros custos||||                  0|202404
Margem bruta|||||      10.669.952,31|202404
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202404
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -81.192,84|202404
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -8.184,85|202404
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202404
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.914.758,60|202404
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -243.578,65|202404
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202404
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202404
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202404
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202404
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202404
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202404
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202404
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -150.000,00|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -70.477,66|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -472.139,54|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,33|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -32.537,89|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -15.000,00|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -47.677,68|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -199.576,27|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -154.226,91|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -12.976,27|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.399,07|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.668,73|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.177,29|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -1.209,49|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -486,20|202404
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -137.287,67|202404
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -62.112,56|202404
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -20.704,21|202404
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -745.350,56|202404
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -6.495,45|202404
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202404
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -233.835,47|202404
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -19.486,29|202404
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -29.229,50|202404
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.435,81|202404
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -811,92|202404
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -522.208,68|202404
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -382.631,09|202404
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202404
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -151.438,46|202404
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.357.654,40|202404
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||         -99.588,39|202404
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202404
Despesas operacionais|Eventos|Eventos|||      -1.053.776,04|202404
Despesas operacionais|Eventos|Outros eventos|||                  0|202404
Despesas operacionais|Localização|Condomínio|||        -154.218,82|202404
Despesas operacionais|Localização|Conservação, manutenção e reparos|||          -6.182,44|202404
Despesas operacionais|Localização|Energia elétrica|||         -48.028,63|202404
Despesas operacionais|Localização|Aluguel|||                  0|202404
Despesas operacionais|Localização|Depreciação e amortização|||        -280.194,60|202404
Despesas operacionais|Localização|Outras|||          -4.422,30|202404
Despesas operacionais|Localização|Serviços de limpeza|||         -25.799,58|202404
Despesas operacionais|Marketing|Anúncios e editais|||         -42.250,00|202404
Despesas operacionais|Marketing|Comunicação institucional|||                  0|202404
Despesas operacionais|Marketing|Propaganda e divulgação|||        -779.354,40|202404
Despesas operacionais|Representação institucional|Representação Social|||         -55.724,99|202404
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202404
Despesas operacionais|Representação institucional|Viagens|||        -476.292,03|202404
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||         -18.560,00|202404
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||          -7.490,00|202404
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.420,73|202404
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -380,00|202404
Despesas operacionais|Doações e contribuições|Doacoes|||         -37.295,00|202404
Despesas operacionais|Outras despesas|Convênios|||                  0|202404
Despesas operacionais|Outras despesas|Comunicação|||         -44.986,91|202404
Despesas operacionais|Outras despesas|Material de expediente|||         -20.384,59|202404
Despesas operacionais|Outras despesas|Veículos|||         -14.963,77|202404
Despesas operacionais|Outras despesas|Crédito COFINS|||          33.138,68|202404
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202404
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202404
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202404
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|         -29.979,87|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|          -1.000,00|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -20.354,10|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.753,88|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|         -50.000,00|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -586,67|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|          -2.610,25|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -3.700,00|202404
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202404
Resultado operacional|||||        -678.990,34|202404
Resultado de equivalência patrimonial|||||                  0|202404
Resultado não operacional|||||                  0|202404
Receitas financeiras|||||       4.046.195,33|202404
Despesas financeiras|||||        -904.180,72|202404
Resultado financeiro|||||       3.142.014,61|202404
Superávit do exercício|||||       2.463.024,27|202404
Receita Bruta|||||      16.523.001,85|202405
Tributos|ISS||||        -823.650,09|202405
Tributos|COFINS||||      -1.255.748,12|202405
Receita operacional líquida|||||      14.443.603,64|202405
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.200.084,06|202405
Custos dos serviços prestados|Consultas|SISEG|||        -195.015,29|202405
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202405
Custos dos serviços prestados|Outros custos||||                  0|202405
Margem bruta|||||      10.048.504,29|202405
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202405
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -81.192,84|202405
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -8.184,85|202405
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202405
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.914.758,60|202405
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -243.578,65|202405
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202405
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||        -300.000,00|202405
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202405
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202405
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202405
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202405
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202405
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -150.000,00|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -70.477,66|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -472.139,54|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,33|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -32.537,89|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -15.000,00|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -47.677,68|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -199.576,27|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -154.226,91|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -12.976,27|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.399,07|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.668,73|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.177,29|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|         -19.257,19|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -486,20|202405
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -137.287,67|202405
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -62.112,56|202405
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -20.704,21|202405
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -821.850,56|202405
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -6.495,45|202405
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202405
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -257.835,47|202405
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -19.486,29|202405
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -32.229,50|202405
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.435,81|202405
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -811,92|202405
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -543.313,00|202405
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -405.399,19|202405
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202405
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -152.735,52|202405
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.468.474,57|202405
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -108.788,39|202405
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202405
Despesas operacionais|Eventos|Eventos|||        -285.316,68|202405
Despesas operacionais|Eventos|Outros eventos|||                  0|202405
Despesas operacionais|Localização|Condomínio|||        -154.218,82|202405
Despesas operacionais|Localização|Conservação, manutenção e reparos|||         -10.382,44|202405
Despesas operacionais|Localização|Energia elétrica|||         -48.028,63|202405
Despesas operacionais|Localização|Aluguel|||                  0|202405
Despesas operacionais|Localização|Depreciação e amortização|||        -274.917,69|202405
Despesas operacionais|Localização|Outras|||          -4.422,30|202405
Despesas operacionais|Localização|Serviços de limpeza|||         -25.799,58|202405
Despesas operacionais|Marketing|Anúncios e editais|||         -42.250,00|202405
Despesas operacionais|Marketing|Comunicação institucional|||                  0|202405
Despesas operacionais|Marketing|Propaganda e divulgação|||        -649.954,40|202405
Despesas operacionais|Representação institucional|Representação Social|||         -55.125,00|202405
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202405
Despesas operacionais|Representação institucional|Viagens|||        -656.511,33|202405
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||         -57.290,00|202405
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||         -38.790,00|202405
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.420,73|202405
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -380,00|202405
Despesas operacionais|Doações e contribuições|Doacoes|||         -37.295,00|202405
Despesas operacionais|Outras despesas|Convênios|||         -20.400,00|202405
Despesas operacionais|Outras despesas|Comunicação|||         -45.110,91|202405
Despesas operacionais|Outras despesas|Material de expediente|||         -20.384,59|202405
Despesas operacionais|Outras despesas|Veículos|||         -14.963,77|202405
Despesas operacionais|Outras despesas|Crédito COFINS|||          30.765,68|202405
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202405
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202405
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202405
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|         -29.222,71|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|          -1.000,00|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -22.609,10|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -1.753,88|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|         -21.334,00|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -586,67|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|          -2.610,25|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -4.100,00|202405
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202405
Resultado operacional|||||      -1.234.017,59|202405
Resultado de equivalência patrimonial|||||                  0|202405
Resultado não operacional|||||                  0|202405
Receitas financeiras|||||       3.971.259,82|202405
Despesas financeiras|||||        -888.587,81|202405
Resultado financeiro|||||       3.082.672,01|202405
Superávit do exercício|||||       1.848.654,42|202405
Receita Bruta|||||      15.682.976,10|202406
Tributos|ISS||||        -783.971,69|202406
Tributos|COFINS||||      -1.195.437,00|202406
Receita operacional líquida|||||      13.703.567,41|202406
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.029.666,55|202406
Custos dos serviços prestados|Consultas|SISEG|||        -193.575,49|202406
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202406
Custos dos serviços prestados|Outros custos||||                  0|202406
Margem bruta|||||       9.480.325,37|202406
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202406
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -81.192,84|202406
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -8.184,85|202406
Despesas operacionais|Pessoal|Despesa com empregados|Horas Extras||                  0|202406
Despesas operacionais|Pessoal|Despesa com empregados|Salários||      -2.914.758,60|202406
Despesas operacionais|Pessoal|Despesa com empregados|Decimo - Terceiro Salario||        -243.578,65|202406
Despesas operacionais|Pessoal|Despesa com empregados|Adicional Por Tempo De Servico||                  0|202406
Despesas operacionais|Pessoal|Despesa com empregados|Bonus||                  0|202406
Despesas operacionais|Pessoal|Despesas com indenizacoes|Aviso Previo||                  0|202406
Despesas operacionais|Pessoal|Despesas com indenizacoes|Ferias Indenizadas||                  0|202406
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Rescisao Fgts||                  0|202406
Despesas operacionais|Pessoal|Despesas com indenizacoes|13º Salario Proporcional (Indenizado)||                  0|202406
Despesas operacionais|Pessoal|Despesas com indenizacoes|Multa Sobre Rescisao||                  0|202406
Despesas operacionais|Pessoal|Despesas com indenizacoes|Indenizacoes Trabalhistas||        -150.000,00|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Odontologica|         -70.477,66|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Assistencia Medica E Odontologica|Assistencia Medica|        -472.139,54|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Ajuda Educacional|          -8.833,33|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Instrucao|Bolsa Estagio|         -32.537,89|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Treinamento|Cursos, Seminarios E Palestras|         -15.000,00|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Seguros|Seguro De Vida Em Grupo|         -47.677,68|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Refeicao|        -199.576,27|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Alimentacao / Refeicao|Vale Alimentacao|        -154.226,91|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Vale Transporte|Vale Transporte|         -12.976,27|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Medicina Do Trabalho|          -2.399,07|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Ambulatorio|                  0|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Creche|         -11.668,73|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Doenca|                  0|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Seguranca Do Trabalho|          -1.177,29|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Educacao|                  0|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Programas Assistenciais|          -1.209,49|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Outras Despesas Assistenciais|Auxilio Baba|            -486,20|202406
Despesas operacionais|Pessoal|Despesas com assistencia social|Plano de Previdência Privada|Previdência Privada|        -137.287,67|202406
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ 13º Salario|         -62.112,56|202406
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Ferias|         -20.704,21|202406
Despesas operacionais|Pessoal|Despesas com encargos|Inss|Inss S/ Folha De Pagamento|        -745.350,56|202406
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Ferias|          -6.495,45|202406
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Rescisao|                  0|202406
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ Folha De Pagamento|        -233.835,47|202406
Despesas operacionais|Pessoal|Despesas com encargos|Fgts|Fgts S/ 13º Salario|         -19.486,29|202406
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Folha De Pagamento|         -29.229,50|202406
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ 13º Salario|          -2.435,81|202406
Despesas operacionais|Pessoal|Despesas com encargos|Pis|Pis S/ Ferias|            -811,92|202406
Despesas operacionais|Serviços de terceiros|Honorários advocatícios|||        -743.921,50|202406
Despesas operacionais|Serviços de terceiros|Honorários de consultoria|||        -633.788,40|202406
Despesas operacionais|Serviços de terceiros|Honorários de auditoria|||                  0|202406
Despesas operacionais|Serviços de terceiros|Equipamentos|||        -157.735,52|202406
Despesas operacionais|Serviços de terceiros|Serviços de informática|||      -1.716.913,96|202406
Despesas operacionais|Serviços de terceiros|Outros serviços de terceiros|||        -114.188,39|202406
Despesas operacionais|Eventos|Patrocínio de eventos|||                  0|202406
Despesas operacionais|Eventos|Eventos|||      -2.774.244,95|202406
Despesas operacionais|Eventos|Outros eventos|||       2.000.000,00|202406
Despesas operacionais|Localização|Condomínio|||        -154.218,82|202406
Despesas operacionais|Localização|Conservação, manutenção e reparos|||         -20.782,44|202406
Despesas operacionais|Localização|Energia elétrica|||         -48.028,63|202406
Despesas operacionais|Localização|Aluguel|||                  0|202406
Despesas operacionais|Localização|Depreciação e amortização|||        -274.811,90|202406
Despesas operacionais|Localização|Outras|||          -4.422,30|202406
Despesas operacionais|Localização|Serviços de limpeza|||         -37.999,58|202406
Despesas operacionais|Marketing|Anúncios e editais|||         -42.250,00|202406
Despesas operacionais|Marketing|Comunicação institucional|||                  0|202406
Despesas operacionais|Marketing|Propaganda e divulgação|||      -1.675.242,40|202406
Despesas operacionais|Representação institucional|Representação Social|||         -55.950,00|202406
Despesas operacionais|Representação institucional|Representação institucional|||                  0|202406
Despesas operacionais|Representação institucional|Viagens|||        -419.178,70|202406
Despesas operacionais|Representação institucional|Despesas De Viagens Em Congressos E Seminarios|||         -26.536,00|202406
Despesas operacionais|Representação institucional|Representação Em Congressos E Seminarios|||         -15.790,00|202406
Despesas operacionais|Doações e contribuições|Contribuicoes, mensalidades e anuidades |||          -2.528,00|202406
Despesas operacionais|Doações e contribuições|Anuidades a entidades de classe|||            -380,00|202406
Despesas operacionais|Doações e contribuições|Doacoes|||         -37.295,00|202406
Despesas operacionais|Outras despesas|Convênios|||         -54.000,00|202406
Despesas operacionais|Outras despesas|Comunicação|||         -44.998,91|202406
Despesas operacionais|Outras despesas|Material de expediente|||         -24.884,59|202406
Despesas operacionais|Outras despesas|Veículos|||         -20.893,77|202406
Despesas operacionais|Outras despesas|Crédito COFINS|||          29.562,68|202406
Despesas operacionais|Outras despesas|Diversos|Impostos e taxas||                  0|202406
Despesas operacionais|Outras despesas|Diversos|Acordos judiciais||                  0|202406
Despesas operacionais|Outras despesas|Diversos|Baixas e cobranças||                  0|202406
Despesas operacionais|Outras despesas|Diversos|Provisão para crédito de liquidação duvidosa||                  0|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Livros, Jornais e Revistas|         -29.222,71|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Uniformne|          -1.000,00|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Outras desp administrativas|         -20.784,10|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Despesas diversas de eventos|                  0|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Bens de pequeno valor|          -4.993,88|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Impressões / Material gráfico|          -8.334,00|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Logística|            -586,67|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Representação Social|                  0|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Brindes|          -2.610,25|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Maq., mov, equip. e utensílios|                  0|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Refeição|          -3.700,00|202406
Despesas operacionais|Outras despesas|Diversos|Outras Desp. Administrativas|Assinaturas e M. Técnicos|                  0|202406
Resultado operacional|||||      -3.348.178,03|202406
Resultado de equivalência patrimonial|||||                  0|202406
Resultado não operacional|||||                  0|202406
Receitas financeiras|||||       3.629.102,17|202406
Despesas financeiras|||||        -814.049,73|202406
Resultado financeiro|||||       2.815.052,44|202406
Superávit do exercício|||||        -533.125,59|202406
Receita Bruta|||||      18.084.075,17|202407
Tributos|ISS||||        -901.703,77|202407
Tributos|COFINS||||      -1.374.389,70|202407
Receita operacional líquida|||||      15.807.981,70|202407
Custos dos serviços prestados|Consultas|Sistema Nacional de Gravames - SNG|||      -4.676.879,96|202407
Custos dos serviços prestados|Consultas|SISEG|||        -228.172,23|202407
Custos dos serviços prestados|Consultas|Sistema de Contratos (Ex-Sircof)|||                  0|202407
Custos dos serviços prestados|Outros custos||||                  0|202407
Margem bruta|||||      10.902.929,51|202407
Despesas operacionais|Pessoal|Despesa com empregados|Pro Labore||                  0|202407
Despesas operacionais|Pessoal|Despesa com empregados|Ferias||         -81.192,84|202407
Despesas operacionais|Pessoal|Despesa com empregados|Gratificacoes||          -8.184,85|202407
