TITULO|CODIGOCLIENTE|CLIENTE|UF_CLIENTE|STATUSDOTITULO|EMPRESAEMITENTE|FILIAL|EMPRESARECEBEDORA|PEDIDOFATURAMENTO|TIPODETITULO|TIPODECOBRANCA|CONTADOFLUXODECAIXA|EMISSAO|VENCIMENTO|COMPETENCIA|CONTADEPAGAMENTO|NOMEBANCOPAGAMENTO|DOCUMENTOFISCAL|DOCUMENTODEPAGAMENTO|PAGAMENTO|DATA_FLXCX|COD_CADU|VALOR_EMITIDO_UF|QTD|UF
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|605,71|17|PA
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|391,93|11|PB
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|35,63|1|PE
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|463,19|13|PI
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|4.952,57|139|PR
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|641,34|18|RJ
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|356,30|10|RO
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|35,63|1|RR
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|5.522,65|155|SC
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|71,26|2|SE
261994|2992446000175|BANCO CNH INDUSTRIAL CAPITAL SA|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273368|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427067|155778|13/01/2025|14/01/2025|8|356,30|10|TO
261998|78907607000147|COOP DE CRED POUP E INVEST CENTRO SUL SI|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273372|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427071|155778|13/01/2025|14/01/2025|32|174,59|5|ES
261998|78907607000147|COOP DE CRED POUP E INVEST CENTRO SUL SI|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273372|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427071|155778|13/01/2025|14/01/2025|32|6.913,65|198|PR
261998|78907607000147|COOP DE CRED POUP E INVEST CENTRO SUL SI|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273372|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427071|155778|13/01/2025|14/01/2025|32|593,60|17|RJ
261998|78907607000147|COOP DE CRED POUP E INVEST CENTRO SUL SI|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273372|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427071|155778|13/01/2025|14/01/2025|32|803,10|23|SC
262019|76853043000181|MENEGALLI ADMINISTRADORA DE CONSORCIOS L|SC|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273393|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427092|155778|13/01/2025|14/01/2025|129|35,63|1|PR
262019|76853043000181|MENEGALLI ADMINISTRADORA DE CONSORCIOS L|SC|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273393|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427092|155778|13/01/2025|14/01/2025|129|570,08|16|SC
262089|30412977000187|ADMINISTRADORA DE CONSORCIO NACIONAL LID|RJ|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273463|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427162|155778|13/01/2025|14/01/2025|808|5,92|1|ES
262153|87781530000100|COOPERATIVA DE CRED POUP E INVEST INTEGR|RS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273527|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427223|155778|13/01/2025|14/01/2025|1500|1.536,37|44|SC
262178|26408161000102|COOP DE CRED POUP E INV DO CENTRO SUL DO|MS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273552|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427248|155778|13/01/2025|14/01/2025|1725|349,17|10|BA
262178|26408161000102|COOP DE CRED POUP E INV DO CENTRO SUL DO|MS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273552|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427248|155778|13/01/2025|14/01/2025|1725|8.310,34|238|MS
262178|26408161000102|COOP DE CRED POUP E INV DO CENTRO SUL DO|MS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273552|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427248|155778|13/01/2025|14/01/2025|1725|209,50|6|PR
262212|608506000188|F LEMOS CORRETORA DE VEICULOS LTDA|PE|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273586|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427282|155778|13/01/2025|14/01/2025|2393|641,34|18|PE
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|1.780,79|51|AC
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|5.551,87|159|AL
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|1.606,20|46|AM
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|768,18|22|AP
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|38.828,15|1112|BA
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|11.592,58|332|DF
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|8.170,67|234|ES
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|16.481,01|472|GO
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|12.011,59|344|MA
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|7.996,08|229|MS
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|13.687,62|392|MT
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|9.183,28|263|PA
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|6.843,81|196|PB
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|15.503,33|444|PE
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|10.335,55|296|PI
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|21.788,46|624|PR
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|8.100,84|232|RJ
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|12.395,68|355|RN
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|5.307,44|152|RO
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|1.710,95|49|RR
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|16.969,86|486|SC
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|5.831,21|167|SE
262233|6043050000132|BB ADMINISTRADORA DE CONSORCIOS SA|DF|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273607|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427303|155778|13/01/2025|14/01/2025|2625|4.818,60|138|TO
262312|4237413000145|COOP DE CRED DO VALE DO SAO FRANCISCO SI|PE|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273686|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427382|155778|13/01/2025|14/01/2025|4016|244,42|7|BA
262312|4237413000145|COOP DE CRED DO VALE DO SAO FRANCISCO SI|PE|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273686|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427382|155778|13/01/2025|14/01/2025|4016|244,42|7|PE
262346|85291086000101|COOPERATIVA DE CREDITO LITORANEA|SC|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273720|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427416|155778|13/01/2025|14/01/2025|4424|10.894,23|312|SC
262357|78483310000100|COOP CRED LIVRE ADM DE ASSOCIADOS ITAPIR|SC|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273731|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427427|155778|13/01/2025|14/01/2025|4439|2.444,22|70|SC
262409|6078926000186|C.C.M.E.N.R.EST.PARANA-SICREDI CREDENORE|PR|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273783|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427479|155778|13/01/2025|14/01/2025|5005|139,67|4|PR
262470|35571249000131|COOPERATIVA DE CREDITO POUPANCA E INVEST|PB|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273844|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427540|155778|13/01/2025|14/01/2025|6209|104,75|3|DF
262470|35571249000131|COOPERATIVA DE CREDITO POUPANCA E INVEST|PB|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273844|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427540|155778|13/01/2025|14/01/2025|6209|69,83|2|MA
262470|35571249000131|COOPERATIVA DE CREDITO POUPANCA E INVEST|PB|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273844|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427540|155778|13/01/2025|14/01/2025|6209|3.072,73|88|PB
262470|35571249000131|COOPERATIVA DE CREDITO POUPANCA E INVEST|PB|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273844|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427540|155778|13/01/2025|14/01/2025|6209|34,92|1|PE
262470|35571249000131|COOPERATIVA DE CREDITO POUPANCA E INVEST|PB|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273844|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427540|155778|13/01/2025|14/01/2025|6209|523,76|15|PI
262567|5203605000101|COOP DE CREDITO RURAL DE BURITIS|RO|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273941|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427637|155778|13/01/2025|14/01/2025|8609|209,50|6|AM
262567|5203605000101|COOP DE CREDITO RURAL DE BURITIS|RO|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273941|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427637|155778|13/01/2025|14/01/2025|8609|349,17|10|RO
262567|5203605000101|COOP DE CREDITO RURAL DE BURITIS|RO|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273941|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427637|155778|13/01/2025|14/01/2025|8609|69,83|2|RR
262605|5439425000115|CREDISIS CAPITALCREDI COOP DE CRED DE LI|AC|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|273979|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427675|155778|13/01/2025|14/01/2025|9601|142,52|4|AC
262640|24610065000117|COOPERATIVA DE CREDITO SICOOB IPE SICOOB|MS|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|274014|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427710|155778|13/01/2025|14/01/2025|10520|244,42|7|MS
262645|4020797000140|ODELSON CAMINHOES LTDA|RJ|Pago|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|FENASEG MATRIZ|FED NAC EMP SEG  PRIV CAPIT E PREV COMP|274019|01 - NF de Serviço|06 - BOLETO GRAVAMES|30101|31/12/2024|22/01/2025|31/12/2024|237.01.COB|BANCO BRADESCO S.A.|427715|155778|13/01/2025|14/01/2025|10615|106,89|3|RJ
