Identificação;Data;Entrada Manhã;Saída Almoço;Entrada Tarde;Saída Expediente
1008;05/07/2019;08:27:49;12:05:31;13:29:13;17:08:29
1009;05/07/2019;08:15:27;12:28:16;13:41:11;17:24:16
1010;05/07/2019;08:11:30;12:24:22;13:03:24;17:22:06
1011;05/07/2019;08:51:47;12:51:14;13:52:24;17:52:33
1012;05/07/2019;08:18:12;12:47:55;13:13:20;17:40:11
1013;05/07/2019;08:22:51;12:34:42;13:15:30;17:19:12
1014;05/07/2019;08:16:54;12:32:37;13:15:21;17:05:15
1015;05/07/2019;08:59:42;12:03:13;13:28:58;17:56:59
1016;05/07/2019;08:29:25;12:42:31;13:47:26;17:05:53
1017;05/07/2019;08:06:42;12:48:30;13:05:11;17:10:10
1018;05/07/2019;08:32:13;12:38:36;13:38:10;17:59:58
1019;05/07/2019;08:35:06;12:04:20;13:29:24;17:57:49
1020;05/07/2019;08:22:30;12:01:55;13:51:42;17:24:18
1021;05/07/2019;08:59:18;12:16:51;13:16:06;17:46:48
1022;05/07/2019;08:50:07;12:14:22;13:55:38;17:00:16
1023;05/07/2019;08:04:58;12:42:06;13:02:15;17:05:11
1024;05/07/2019;08:40:34;12:02:26;13:10:57;17:18:14
1025;05/07/2019;08:13:35;12:30:43;13:49:21;17:50:46
1026;05/07/2019;08:37:16;12:20:17;13:51:10;17:15:50
1027;05/07/2019;08:44:41;12:35:14;13:16:29;17:13:27
1028;05/07/2019;08:42:51;12:00:14;13:12:57;17:28:18
1029;05/07/2019;08:21:59;12:45:28;13:35:00;17:37:16
1030;05/07/2019;08:32:27;12:13:25;13:30:03;17:36:52
1031;05/07/2019;08:42:03;12:22:28;13:18:48;17:20:11
1032;05/07/2019;08:21:35;12:18:27;13:50:55;17:13:44
1033;05/07/2019;08:53:58;12:19:14;13:25:17;17:53:17
1034;05/07/2019;08:42:34;12:35:55;13:35:08;17:22:42
1035;05/07/2019;08:46:19;12:07:53;13:37:16;17:33:18
1036;05/07/2019;08:09:37;12:30:44;13:37:19;17:05:31
1037;05/07/2019;08:55:52;12:45:23;13:08:49;17:37:14
1038;05/07/2019;08:37:56;12:50:11;13:32:47;17:35:59
1039;05/07/2019;08:43:18;12:45:54;13:20:51;17:33:41
1040;05/07/2019;08:14:29;12:40:11;13:32:37;17:39:01
1041;05/07/2019;08:19:16;12:29:38;13:46:54;17:10:09
1042;05/07/2019;08:09:02;12:14:22;13:51:06;17:00:22
1043;05/07/2019;08:01:50;12:18:56;13:23:40;17:40:55
1044;05/07/2019;08:33:58;12:06:13;13:34:22;17:25:20
1045;05/07/2019;08:31:57;12:31:27;13:10:51;17:40:42
1046;05/07/2019;08:44:10;12:02:01;13:41:52;17:09:30
1047;05/07/2019;08:15:45;12:53:58;13:34:13;17:02:03
1048;05/07/2019;08:52:59;12:07:11;13:18:07;17:06:08
1049;05/07/2019;08:05:13;12:05:03;13:24:00;17:18:57
1050;05/07/2019;08:38:31;12:16:06;13:07:12;17:37:27
1051;05/07/2019;08:15:45;12:02:25;13:32:49;17:13:02
1052;05/07/2019;08:20:09;12:30:48;13:09:09;17:58:29
1053;05/07/2019;08:03:18;12:19:12;13:11:31;17:10:22
1054;05/07/2019;08:11:22;12:13:15;13:02:29;17:40:28
1055;05/07/2019;08:08:13;12:19:29;13:42:42;17:12:35
1056;05/07/2019;08:20:40;12:05:50;13:47:29;17:51:55
1057;05/07/2019;08:59:11;12:55:54;13:35:01;17:51:51
1058;05/07/2019;08:55:33;12:04:00;13:06:54;17:29:38
1059;05/07/2019;08:39:36;12:34:22;13:12:57;17:49:27
1060;05/07/2019;08:16:19;12:08:56;13:00:53;17:42:29
1061;05/07/2019;08:12:26;12:03:12;13:50:26;17:31:39
1062;05/07/2019;08:47:27;12:52:12;13:23:57;17:39:44
1063;05/07/2019;08:26:10;12:38:32;13:20:01;17:24:49
1064;05/07/2019;08:20:59;12:04:22;13:23:15;17:22:49
1065;05/07/2019;08:39:01;12:56:02;13:26:51;17:25:02
1066;05/07/2019;08:37:30;12:17:11;13:11:20;17:31:46
1067;05/07/2019;08:31:32;12:25:41;13:19:42;17:21:21
1068;05/07/2019;08:11:14;12:33:53;13:21:20;17:42:36
1069;05/07/2019;08:31:16;12:53:46;13:32:47;17:29:01
1070;05/07/2019;08:11:32;12:46:16;13:41:57;17:47:21
1071;05/07/2019;08:05:21;12:27:25;13:52:01;17:19:59
1072;05/07/2019;08:15:46;12:43:08;13:41:38;17:18:09
1073;05/07/2019;08:59:55;12:08:20;13:42:37;17:12:41
1074;05/07/2019;08:47:05;12:05:14;13:13:51;17:43:58
1075;05/07/2019;08:59:15;12:04:59;13:59:15;17:35:46
1076;05/07/2019;08:04:09;12:56:41;13:42:24;17:43:19
1077;05/07/2019;08:42:44;12:55:20;13:59:25;17:15:35
1078;05/07/2019;08:01:28;12:19:06;13:55:18;17:49:02
1079;05/07/2019;08:03:05;12:41:24;13:21:32;17:20:41
1080;05/07/2019;08:02:02;12:19:59;13:25:34;17:17:58
1081;05/07/2019;08:01:28;12:27:31;13:26:14;17:01:25
1082;05/07/2019;08:48:49;12:53:32;13:16:02;17:02:19
1083;05/07/2019;08:35:43;12:59:17;13:44:22;17:23:31
1084;05/07/2019;08:02:30;12:17:52;13:04:30;17:35:20
1085;05/07/2019;08:59:47;12:58:58;13:02:04;17:43:25
1086;05/07/2019;08:57:30;12:37:21;13:01:37;17:52:20
1087;05/07/2019;08:31:12;12:05:21;13:23:00;17:00:14
1088;05/07/2019;08:29:28;12:45:22;13:35:37;17:28:01
1089;05/07/2019;08:49:56;12:51:15;13:12:42;17:40:24
1090;05/07/2019;08:40:06;12:01:33;13:13:55;17:16:09
1091;05/07/2019;08:47:27;12:08:39;13:28:16;17:44:21
1092;05/07/2019;08:28:46;12:54:38;13:33:33;17:03:36
1093;05/07/2019;08:09:30;12:23:52;13:43:51;17:18:59
1094;05/07/2019;08:52:12;12:15:17;13:46:29;17:34:58
1095;05/07/2019;08:01:27;12:39:38;13:09:33;17:09:57
1096;05/07/2019;08:09:46;12:48:37;13:47:05;17:57:54
1097;05/07/2019;08:53:55;12:32:28;13:50:00;17:02:39
1098;05/07/2019;08:50:10;12:40:43;13:08:49;17:02:18
1099;05/07/2019;08:14:13;12:44:41;13:46:30;17:58:06
1000;08/07/2019;08:14:51;12:28:45;13:06:09;17:04:55
1001;08/07/2019;08:12:43;12:55:56;13:12:52;17:39:39
1002;08/07/2019;08:10:38;12:00:59;13:08:40;17:43:27
1003;08/07/2019;08:05:51;12:30:34;13:48:12;17:20:18
1004;08/07/2019;08:19:42;12:50:30;13:27:45;17:38:03
1005;08/07/2019;08:42:55;12:57:32;13:36:06;17:00:13
1006;08/07/2019;08:00:21;12:29:13;13:20:38;17:03:04
1007;08/07/2019;08:07:10;12:26:12;13:46:02;17:01:10
1008;08/07/2019;08:52:33;12:04:31;13:38:23;17:15:05
1009;08/07/2019;08:59:57;12:16:16;13:59:36;17:09:05
1010;08/07/2019;08:11:45;12:40:57;13:03:41;17:32:16
1011;08/07/2019;08:40:32;12:31:12;13:01:12;17:46:29
1012;08/07/2019;08:53:44;12:01:03;13:18:49;17:31:59
1013;08/07/2019;08:34:28;12:57:27;13:11:40;17:42:53
1014;08/07/2019;08:15:31;12:18:09;13:10:04;17:17:36
1015;08/07/2019;08:17:26;12:20:35;13:07:56;17:33:42
1016;08/07/2019;08:44:31;12:18:06;13:56:29;17:42:35
1017;08/07/2019;08:44:48;12:10:49;13:48:40;17:20:17
1018;08/07/2019;08:03:52;12:21:57;13:02:38;17:42:59
1019;08/07/2019;08:38:13;12:36:20;13:27:33;17:38:24
1020;08/07/2019;08:06:41;12:18:13;13:11:49;17:00:53
1021;08/07/2019;08:57:53;12:32:49;13:41:44;17:16:42
1022;08/07/2019;08:16:02;12:37:31;13:47:48;17:45:41
1023;08/07/2019;08:58:33;12:53:02;13:32:42;17:08:29
1024;08/07/2019;08:29:15;12:04:25;13:41:23;17:46:48
1025;08/07/2019;08:07:40;12:28:24;13:44:44;17:26:54
1026;08/07/2019;08:27:39;12:04:18;13:27:37;17:10:48
1027;08/07/2019;08:31:16;12:43:34;13:46:41;17:50:20
1028;08/07/2019;08:43:06;12:39:16;13:42:07;17:23:39
1029;08/07/2019;08:15:54;12:03:48;13:56:57;17:40:48
1030;08/07/2019;08:22:45;12:36:55;13:08:24;17:05:23
1031;08/07/2019;08:01:09;12:28:09;13:46:55;17:43:41
1032;08/07/2019;08:20:53;12:32:09;13:28:53;17:09:02
1033;08/07/2019;08:18:11;12:55:52;13:15:36;17:46:09
1034;08/07/2019;08:42:34;12:44:48;13:34:50;17:47:37
1035;08/07/2019;08:26:09;12:27:06;13:04:38;17:55:31
1036;08/07/2019;08:25:21;12:31:33;13:58:10;17:04:41
1037;08/07/2019;08:09:34;12:48:45;13:09:59;17:44:00
1038;08/07/2019;08:13:31;12:53:20;13:20:13;17:44:22
1039;08/07/2019;08:05:21;12:47:52;13:59:24;17:46:51
1040;08/07/2019;08:53:21;12:40:40;13:20:46;17:22:07
1041;08/07/2019;08:55:43;12:46:27;13:01:42;17:24:27
1042;08/07/2019;08:14:28;12:51:23;13:00:38;17:10:18
1043;08/07/2019;08:01:18;12:24:54;13:38:13;17:49:17
1044;08/07/2019;08:42:49;12:46:53;13:58:08;17:19:04
1045;08/07/2019;08:36:44;12:34:50;13:29:02;17:27:06
1046;08/07/2019;08:54:39;12:33:54;13:30:04;17:13:12
1047;08/07/2019;08:46:30;12:30:37;13:18:57;17:32:39
1048;08/07/2019;08:47:47;12:43:20;13:00:01;17:43:21
1049;08/07/2019;08:00:06;12:55:23;13:35:23;17:28:57
1050;08/07/2019;08:35:34;12:24:31;13:43:39;17:04:20
1051;08/07/2019;08:46:39;12:13:13;13:22:48;17:30:27
1052;08/07/2019;08:05:40;12:49:50;13:18:37;17:14:06
1053;08/07/2019;08:49:56;12:25:57;13:56:10;17:17:10
1054;08/07/2019;08:17:13;12:06:18;13:41:01;17:11:11
1055;08/07/2019;08:54:35;12:06:07;13:38:36;17:16:04
1056;08/07/2019;08:37:56;12:35:08;13:29:48;17:22:12
1057;08/07/2019;08:13:30;12:42:29;13:59:49;17:49:39
1058;08/07/2019;08:51:54;12:33:11;13:50:01;17:44:56
1059;08/07/2019;08:20:09;12:58:06;13:24:55;17:15:38
1060;08/07/2019;08:44:51;12:31:48;13:45:44;17:00:15
1061;08/07/2019;08:24:25;12:04:58;13:19:00;17:22:36
1062;08/07/2019;08:10:00;12:19:19;13:55:07;17:14:23
1063;08/07/2019;08:01:25;12:20:13;13:14:28;17:54:11
1064;08/07/2019;08:22:51;12:03:18;13:58:46;17:05:51
1065;08/07/2019;08:26:51;12:34:17;13:09:59;17:01:11
1066;08/07/2019;08:44:04;12:41:56;13:42:56;17:08:41
1067;08/07/2019;08:21:20;12:22:26;13:37:53;17:52:30
1068;08/07/2019;08:58:21;12:36:12;13:56:17;17:19:11
1069;08/07/2019;08:24:57;12:00:47;13:57:31;17:56:38
1070;08/07/2019;08:03:32;12:37:20;13:45:44;17:33:56
1071;08/07/2019;08:50:18;12:28:04;13:45:45;17:31:24
1072;08/07/2019;08:24:48;12:28:01;13:48:33;17:53:42
1073;08/07/2019;08:14:14;12:53:50;13:24:03;17:42:38
1074;08/07/2019;08:23:30;12:39:18;13:48:54;17:33:47
1075;08/07/2019;08:36:38;12:32:07;13:15:54;17:44:15
1076;08/07/2019;08:58:47;12:59:26;13:09:18;17:28:48
1077;08/07/2019;08:23:30;12:43:56;13:05:09;17:24:58
1078;08/07/2019;08:57:01;12:16:12;13:53:47;17:09:03
1079;08/07/2019;08:13:39;12:47:02;13:52:09;17:45:13
1080;08/07/2019;08:03:12;12:44:14;13:50:02;17:19:58
1081;08/07/2019;08:21:27;12:09:59;13:56:34;17:34:21
1082;08/07/2019;08:51:40;12:55:01;13:17:07;17:49:42
1083;08/07/2019;08:39:03;12:14:02;13:23:45;17:28:24
1084;08/07/2019;08:08:06;12:46:25;13:39:12;17:36:18
1085;08/07/2019;08:21:56;12:55:48;13:22:51;17:24:02
1086;08/07/2019;08:41:36;12:51:05;13:38:39;17:22:16
1087;08/07/2019;08:48:57;12:03:01;13:13:50;17:47:39
1088;08/07/2019;08:50:47;12:37:23;13:09:25;17:01:36
1089;08/07/2019;08:11:18;12:36:53;13:57:42;17:19:35
1090;08/07/2019;08:33:36;12:10:36;13:06:23;17:10:24
1091;08/07/2019;08:37:25;12:23:03;13:52:34;17:25:56
1092;08/07/2019;08:41:54;12:52:33;13:36:56;17:42:38
1093;08/07/2019;08:15:48;12:15:55;13:47:39;17:26:35
1094;08/07/2019;08:04:16;12:08:12;13:49:57;17:45:01
1095;08/07/2019;08:03:09;12:11:53;13:12:14;17:05:32
1096;08/07/2019;08:05:10;12:17:37;13:44:34;17:21:09
1097;08/07/2019;08:59:38;12:24:47;13:23:36;17:51:23
1098;08/07/2019;08:19:09;12:11:41;13:01:57;17:09:49
1099;08/07/2019;08:55:21;12:46:27;13:02:52;17:30:49
1000;09/07/2019;08:47:58;12:11:40;13:54:17;17:13:13
1001;09/07/2019;08:39:14;12:29:10;13:18:09;17:32:25
1002;09/07/2019;08:48:47;12:46:25;13:09:09;17:30:59
1003;09/07/2019;08:38:05;12:19:28;13:51:52;17:01:56
1004;09/07/2019;08:47:41;12:34:54;13:17:17;17:12:09
1005;09/07/2019;08:49:12;12:08:40;13:24:07;17:15:22
1006;09/07/2019;08:55:07;12:09:32;13:18:14;17:21:56
1007;09/07/2019;08:20:45;12:28:10;13:18:23;17:41:59
1008;09/07/2019;08:02:34;12:20:04;13:04:11;17:24:56
1009;09/07/2019;08:55:19;12:11:19;13:33:01;17:24:37
1010;09/07/2019;08:44:49;12:16:52;13:38:01;17:57:39
1011;09/07/2019;08:04:36;12:28:35;13:41:26;17:20:16
1012;09/07/2019;08:27:41;12:19:21;13:03:30;17:20:33
1013;09/07/2019;08:36:30;12:29:09;13:49:30;17:23:32
1014;09/07/2019;08:26:29;12:38:58;13:06:00;17:19:08
1015;09/07/2019;08:30:26;12:21:06;13:53:06;17:01:58
1016;09/07/2019;08:25:42;12:58:45;13:09:05;17:14:05
1017;09/07/2019;08:23:55;12:48:23;13:16:41;17:44:29
1018;09/07/2019;08:09:38;12:20:41;13:21:18;17:37:47
1019;09/07/2019;08:24:42;12:29:10;13:12:50;17:18:35
1020;09/07/2019;08:50:41;12:18:38;13:38:19;17:47:57
1021;09/07/2019;08:04:52;12:56:19;13:22:12;17:16:16
1022;09/07/2019;08:48:02;12:36:17;13:51:43;17:47:12
1023;09/07/2019;08:52:04;12:20:42;13:10:35;17:42:01
1024;09/07/2019;08:58:02;12:09:21;13:07:24;17:14:52
1025;09/07/2019;08:33:43;12:04:19;13:30:03;17:00:50
1026;09/07/2019;08:12:34;12:35:57;13:43:13;17:41:07
1027;09/07/2019;08:27:32;12:47:26;13:53:00;17:41:01
1028;09/07/2019;08:41:32;12:02:08;13:53:07;17:47:57
1029;09/07/2019;08:26:12;12:07:52;13:34:12;17:16:57
1030;09/07/2019;08:09:30;12:21:36;13:29:06;17:27:59
1031;09/07/2019;08:59:57;12:36:04;13:31:28;17:17:31
1032;09/07/2019;08:35:48;12:52:10;13:11:00;17:35:15
1033;09/07/2019;08:18:40;12:56:52;13:39:48;17:33:46
1034;09/07/2019;08:41:43;12:23:37;13:52:03;17:52:12
1035;09/07/2019;08:41:49;12:48:25;13:24:43;17:15:54
1036;09/07/2019;08:23:19;12:56:59;13:35:46;17:36:26
1037;09/07/2019;08:21:58;12:33:32;13:55:44;17:17:37
1038;09/07/2019;08:10:17;12:56:50;13:39:54;17:22:53
1039;09/07/2019;08:47:43;12:32:12;13:48:31;17:50:51
1040;09/07/2019;08:01:52;12:28:05;13:10:15;17:46:47
1041;09/07/2019;08:38:21;12:06:03;13:58:04;17:56:08
1042;09/07/2019;08:40:46;12:39:18;13:26:13;17:23:24
1043;09/07/2019;08:51:43;12:00:36;13:38:32;17:42:14
1044;09/07/2019;08:03:55;12:36:15;13:36:21;17:01:56
1045;09/07/2019;08:57:46;12:22:20;13:14:59;17:24:28
1046;09/07/2019;08:14:44;12:15:42;13:13:06;17:58:08
1047;09/07/2019;08:53:18;12:06:49;13:10:38;17:10:22
1048;09/07/2019;08:10:11;12:41:47;13:18:37;17:51:02
1049;09/07/2019;08:20:45;12:06:13;13:37:35;17:27:29
1050;09/07/2019;08:28:28;12:38:09;13:48:45;17:08:09
1051;09/07/2019;08:38:28;12:45:18;13:21:32;17:12:43
1052;09/07/2019;08:59:11;12:22:00;13:45:54;17:35:38
1053;09/07/2019;08:11:31;12:08:55;13:29:40;17:15:17
1054;09/07/2019;08:09:40;12:21:45;13:47:31;17:33:00
1055;09/07/2019;08:07:23;12:05:17;13:15:34;17:39:53
1056;09/07/2019;08:55:56;12:43:58;13:10:23;17:04:21
1057;09/07/2019;08:43:15;12:51:11;13:20:42;17:48:00
1058;09/07/2019;08:51:41;12:46:20;13:56:41;17:22:29
1059;09/07/2019;08:00:17;12:50:37;13:06:10;17:36:06
1060;09/07/2019;08:44:41;12:47:39;13:35:12;17:41:09
1061;09/07/2019;08:34:04;12:49:12;13:58:38;17:28:10
1062;09/07/2019;08:49:50;12:21:22;13:42:07;17:44:48
1063;09/07/2019;08:45:33;12:18:19;13:19:14;17:09:04
1064;09/07/2019;08:34:47;12:27:09;13:17:52;17:23:43
1065;09/07/2019;08:47:48;12:11:05;13:17:50;17:11:05
1066;09/07/2019;08:32:12;12:35:41;13:48:43;17:53:14
1067;09/07/2019;08:56:19;12:37:27;13:32:28;17:02:55
1068;09/07/2019;08:38:41;12:56:00;13:26:59;17:49:43
1069;09/07/2019;08:58:40;12:08:28;13:13:28;17:05:24
1070;09/07/2019;08:14:54;12:29:47;13:26:21;17:32:07
1071;09/07/2019;08:03:39;12:02:38;13:46:00;17:20:03
1072;09/07/2019;08:23:40;12:11:31;13:36:19;17:01:42
1073;09/07/2019;08:07:44;12:00:03;13:01:37;17:23:24
1074;09/07/2019;08:57:46;12:36:13;13:18:34;17:16:54
1075;09/07/2019;08:47:25;12:59:51;13:53:57;17:19:08
1076;09/07/2019;08:54:02;12:30:00;13:15:09;17:23:15
1077;09/07/2019;08:19:27;12:24:36;13:03:13;17:16:20
1078;09/07/2019;08:46:54;12:59:41;13:05:01;17:43:31
1079;09/07/2019;08:14:48;12:19:33;13:23:38;17:01:06
1080;09/07/2019;08:01:04;12:18:19;13:35:58;17:47:42
1081;09/07/2019;08:14:11;12:27:24;13:34:03;17:55:47
1082;09/07/2019;08:51:47;12:40:30;13:24:17;17:05:20
1083;09/07/2019;08:01:10;12:07:22;13:06:36;17:52:21
1084;09/07/2019;08:52:58;12:06:49;13:53:59;17:20:48
1085;09/07/2019;08:57:13;12:20:03;13:02:12;17:16:17
1086;09/07/2019;08:20:46;12:06:16;13:17:48;17:52:14
1087;09/07/2019;08:27:57;12:28:08;13:16:50;17:00:34
1088;09/07/2019;08:12:18;12:14:29;13:43:26;17:00:18
1089;09/07/2019;08:26:15;12:56:18;13:40:55;17:55:43
1090;09/07/2019;08:04:55;12:42:47;13:57:54;17:50:55
1091;09/07/2019;08:09:56;12:04:49;13:19:11;17:51:09
1092;09/07/2019;08:55:50;12:34:08;13:17:51;17:20:43
1093;09/07/2019;08:33:29;12:24:26;13:51:47;17:29:08
1094;09/07/2019;08:03:07;12:50:19;13:23:19;17:01:35
1095;09/07/2019;08:41:32;12:50:46;13:04:20;17:54:47
1096;09/07/2019;08:54:43;12:58:12;13:44:40;17:37:34
1097;09/07/2019;08:43:20;12:58:44;13:13:03;17:40:04
1098;09/07/2019;08:25:11;12:44:00;13:19:54;17:04:05
1099;09/07/2019;08:15:33;12:23:42;13:19:28;17:43:13
1000;10/07/2019;08:36:56;12:32:54;13:16:45;17:09:51
1001;10/07/2019;08:53:37;12:33:57;13:43:04;17:45:13
1002;10/07/2019;08:38:38;12:25:48;13:46:50;17:15:22
1003;10/07/2019;08:29:19;12:26:05;13:00:29;17:55:06
1004;10/07/2019;08:23:34;12:44:58;13:11:22;17:14:15
1005;10/07/2019;08:20:11;12:03:50;13:46:18;17:54:39
1006;10/07/2019;08:24:27;12:09:18;13:27:00;17:49:42
1007;10/07/2019;08:10:08;12:28:41;13:10:47;17:20:25
1008;10/07/2019;08:22:50;12:59:10;13:56:31;17:43:22
1009;10/07/2019;08:57:27;12:47:55;13:22:24;17:37:32
1010;10/07/2019;08:28:14;12:45:26;13:36:57;17:18:14
1011;10/07/2019;08:14:15;12:51:49;13:26:12;17:34:42
1012;10/07/2019;08:04:32;12:41:58;13:26:26;17:20:42
1013;10/07/2019;08:16:25;12:41:17;13:43:49;17:43:02
1014;10/07/2019;08:18:28;12:27:45;13:55:56;17:56:19
1015;10/07/2019;08:29:38;12:52:13;13:59:01;17:53:48
1016;10/07/2019;08:22:45;12:33:24;13:46:55;17:33:30
1017;10/07/2019;08:51:02;12:57:44;13:46:20;17:22:29
1018;10/07/2019;08:20:42;12:28:23;13:57:19;17:56:12
1019;10/07/2019;08:01:12;12:50:06;13:57:25;17:56:11
1020;10/07/2019;08:20:26;12:42:56;13:36:21;17:28:55
1021;10/07/2019;08:44:28;12:20:21;13:59:46;17:49:58
1022;10/07/2019;08:12:20;12:40:26;13:59:06;17:11:13
1023;10/07/2019;08:08:56;12:26:15;13:09:05;17:57:07
1024;10/07/2019;08:06:14;12:55:36;13:30:54;17:51:39
1025;10/07/2019;08:35:02;12:40:13;13:11:04;17:37:58
1026;10/07/2019;08:56:23;12:54:48;13:14:35;17:48:31
1027;10/07/2019;08:39:01;12:23:14;13:13:35;17:40:34
1028;10/07/2019;08:50:01;12:33:50;13:34:30;17:54:38
1029;10/07/2019;08:38:52;12:32:54;13:18:38;17:28:40
1030;10/07/2019;08:18:11;12:50:38;13:44:59;17:58:28
1031;10/07/2019;08:49:37;12:46:21;13:44:28;17:19:08
1032;10/07/2019;08:13:08;12:03:38;13:28:33;17:04:13
1033;10/07/2019;08:43:35;12:18:27;13:19:28;17:00:09
1034;10/07/2019;08:27:17;12:44:39;13:34:25;17:35:21
1035;10/07/2019;08:33:55;12:27:51;13:30:26;17:12:08
1036;10/07/2019;08:26:06;12:26:58;13:35:14;17:25:02
1037;10/07/2019;08:00:20;12:02:13;13:03:38;17:35:14
1038;10/07/2019;08:11:14;12:37:39;13:14:35;17:13:01
1039;10/07/2019;08:12:50;12:29:06;13:10:26;17:14:52
1040;10/07/2019;08:05:02;12:05:40;13:14:37;17:38:58
1041;10/07/2019;08:13:21;12:36:34;13:33:48;17:51:57
1042;10/07/2019;08:13:37;12:53:41;13:57:33;17:53:03
1043;10/07/2019;08:53:26;12:09:37;13:33:12;17:16:49
1044;10/07/2019;08:49:55;12:46:02;13:13:17;17:03:54
1045;10/07/2019;08:36:54;12:47:16;13:01:49;17:27:50
1046;10/07/2019;08:50:37;12:11:22;13:24:29;17:26:12
1047;10/07/2019;08:40:01;12:52:13;13:24:49;17:25:38
1048;10/07/2019;08:45:52;12:53:44;13:35:39;17:25:16
1049;10/07/2019;08:25:01;12:55:12;13:28:30;17:37:46
1050;10/07/2019;08:40:28;12:41:10;13:06:25;17:24:47
1051;10/07/2019;08:34:36;12:45:42;13:56:33;17:28:38
1052;10/07/2019;08:38:13;12:56:30;13:45:31;17:00:23
1053;10/07/2019;08:40:02;12:43:09;13:20:23;17:47:45
1054;10/07/2019;08:41:25;12:58:49;13:33:33;17:34:48
1055;10/07/2019;08:54:30;12:54:03;13:26:04;17:00:35
1056;10/07/2019;08:35:15;12:49:37;13:23:40;17:53:31
1057;10/07/2019;08:18:18;12:38:08;13:52:14;17:19:54
1058;10/07/2019;08:19:40;12:57:09;13:30:15;17:33:15
1059;10/07/2019;08:20:40;12:45:04;13:43:04;17:37:20
1060;10/07/2019;08:49:27;12:13:14;13:22:38;17:46:43
1061;10/07/2019;08:30:15;12:40:11;13:46:03;17:07:57
1062;10/07/2019;08:05:10;12:21:45;13:55:49;17:26:32
1063;10/07/2019;08:03:05;12:06:37;13:15:11;17:09:58
1064;10/07/2019;08:02:20;12:49:46;13:04:47;17:46:18
1065;10/07/2019;08:12:03;12:58:37;13:15:25;17:32:06
1066;10/07/2019;08:06:32;12:19:01;13:37:07;17:35:18
1067;10/07/2019;08:19:53;12:32:37;13:49:13;17:53:29
1068;10/07/2019;08:28:06;12:46:41;13:15:40;17:06:16
1069;10/07/2019;08:57:36;12:30:26;13:35:38;17:14:37
1070;10/07/2019;08:10:20;12:45:38;13:27:41;17:15:56
1071;10/07/2019;08:26:46;12:08:38;13:04:10;17:13:25
1072;10/07/2019;08:17:56;12:08:06;13:06:12;17:17:57
1073;10/07/2019;08:36:40;12:55:00;13:26:25;17:40:36
1074;10/07/2019;08:25:06;12:14:59;13:09:28;17:23:17
1075;10/07/2019;08:13:18;12:55:45;13:05:47;17:28:25
1076;10/07/2019;08:49:29;12:25:58;13:06:19;17:27:32
1077;10/07/2019;08:10:52;12:50:35;13:32:46;17:17:51
1078;10/07/2019;08:09:08;12:46:31;13:28:57;17:43:25
1079;10/07/2019;08:43:41;12:09:24;13:34:05;17:43:31
1080;10/07/2019;08:31:57;12:57:34;13:05:53;17:27:32
1081;10/07/2019;08:41:48;12:54:17;13:57:52;17:53:04
1082;10/07/2019;08:01:08;12:24:28;13:01:49;17:08:27
1083;10/07/2019;08:53:14;12:15:31;13:04:15;17:02:15
1084;10/07/2019;08:13:40;12:58:01;13:04:29;17:24:26
1085;10/07/2019;08:36:14;12:22:13;13:09:41;17:33:36
1086;10/07/2019;08:41:15;12:08:42;13:53:24;17:36:59
1087;10/07/2019;08:20:28;12:48:19;13:50:39;17:23:37
1088;10/07/2019;08:22:38;12:37:58;13:36:33;17:00:56
1089;10/07/2019;08:38:21;12:13:40;13:35:01;17:23:26
1090;10/07/2019;08:33:20;12:49:59;13:12:56;17:09:40
1091;10/07/2019;08:46:28;12:45:34;13:53:16;17:52:57
1092;10/07/2019;08:32:39;12:43:17;13:23:56;17:44:20
1093;10/07/2019;08:39:15;12:29:44;13:49:19;17:09:17
1094;10/07/2019;08:36:04;12:19:18;13:05:30;17:28:30
1095;10/07/2019;08:53:44;12:32:25;13:20:45;17:06:11
1096;10/07/2019;08:21:32;12:24:59;13:37:51;17:13:52
1097;10/07/2019;08:25:58;12:33:51;13:07:43;17:33:17
1098;10/07/2019;08:21:18;12:44:15;13:58:48;17:31:51
1099;10/07/2019;08:45:14;12:25:57;13:43:40;17:33:44
1000;11/07/2019;08:36:19;12:04:00;13:07:45;17:59:17
1001;11/07/2019;08:01:40;12:54:58;13:19:26;17:19:28
1002;11/07/2019;08:22:32;12:14:25;13:35:04;17:47:22
1003;11/07/2019;08:06:08;12:49:01;13:19:35;17:57:45
1004;11/07/2019;08:24:16;12:05:16;13:26:47;17:16:27
1005;11/07/2019;08:26:39;12:14:04;13:24:40;17:18:51
1006;11/07/2019;08:06:40;12:34:10;13:24:28;17:27:56
1007;11/07/2019;08:04:44;12:48:47;13:35:31;17:41:25
1008;11/07/2019;08:35:42;12:14:53;13:55:11;17:24:03
1009;11/07/2019;08:39:40;12:52:57;13:17:32;17:13:20
1010;11/07/2019;08:13:18;12:20:33;13:49:18;17:06:46
1011;11/07/2019;08:36:23;12:32:03;13:08:00;17:52:40
1012;11/07/2019;08:42:48;12:13:30;13:04:37;17:31:03
1013;11/07/2019;08:53:25;12:05:06;13:06:38;17:57:24
1014;11/07/2019;08:33:19;12:30:25;13:30:45;17:16:18
1015;11/07/2019;08:35:56;12:03:55;13:51:59;17:58:38
1016;11/07/2019;08:52:34;12:29:22;13:12:59;17:59:46
1017;11/07/2019;08:33:50;12:00:36;13:29:58;17:09:27
